 user_loc,fr_loc,scaled_sci
DZ,HK,275
DZ,HN,1528
DZ,HR,448
DZ,HT,1724
DZ,HU,861
DZ,ID,573
DZ,IE,597
DZ,IM,457
DZ,IN,273
DZ,IS,394
DZ,IT,1019
DZ,JE,214
DZ,JM,1226
DZ,JO,8835
DZ,JP,129
DZ,KE,2533
DZ,KG,636
DZ,KH,484
DZ,KI,580
DZ,KM,1500
DZ,KR,294
DZ,KW,2778
DZ,KY,380
DZ,KZ,1207
DZ,LA,241
DZ,LB,6726
DZ,LC,674
DZ,LK,435
DZ,LR,9355
DZ,LS,1004
DZ,LT,642
DZ,LU,1963
DZ,LV,789
DZ,LY,13118
DZ,MA,28957
DZ,MD,892
DZ,ME,871
DZ,MG,3653
DZ,MK,730
DZ,ML,16789
DZ,MM,207
DZ,MN,646
DZ,MO,199
DZ,MQ,807
DZ,MR,25851
DZ,MT,1350
DZ,MU,1045
DZ,MV,949
DZ,MW,591
DZ,MX,1230
DZ,MY,431
DZ,MZ,1846
DZ,NA,1734
DZ,NC,1108
DZ,NE,25737
DZ,NG,1383
DZ,NI,1384
DZ,NL,688
DZ,NO,321
DZ,NP,244
DZ,NZ,221
DZ,OM,3831
DZ,PA,1216
DZ,PE,1063
DZ,PF,2169
DZ,PG,422
DZ,PH,789
DZ,PK,1923
DZ,PL,884
DZ,PR,429
DZ,PT,626
DZ,PY,2080
DZ,QA,3977
DZ,RE,1043
DZ,RO,975
DZ,RS,766
DZ,RW,1973
DZ,SA,3809
DZ,SB,531
DZ,SC,800
DZ,SE,595
DZ,SG,295
DZ,SI,454
DZ,SK,1589
DZ,SL,10412
DZ,SN,3206
DZ,SR,758
DZ,ST,955
DZ,SV,1007
DZ,SZ,1160
DZ,TD,6960
DZ,TG,3349
DZ,TH,215
DZ,TJ,893
DZ,TL,328
DZ,TN,26583
DZ,TO,1241
DZ,TR,2703
DZ,TT,722
DZ,TW,143
DZ,TZ,2797
DZ,UA,1981
DZ,UG,2941
DZ,US,406
DZ,UY,759
DZ,UZ,648
DZ,VC,510
DZ,VN,364
DZ,VU,248
DZ,WS,1025
DZ,XK,873
DZ,YT,1441
DZ,ZA,739
DZ,ZM,2041
DZ,ZW,1010
EC,AE,691
EC,AG,1233
EC,AL,440
EC,AM,174
EC,AO,1414
EC,AR,7662
EC,AT,830
EC,AU,531
EC,AW,24238
EC,AZ,223
EC,BA,237
EC,BB,660
EC,BD,319
EC,BE,1729
EC,BF,569
EC,BG,390
EC,BH,544
EC,BI,380
EC,BJ,9838
EC,BN,274
EC,BO,13729
EC,BR,2061
EC,BS,1211
EC,BT,265
EC,BW,313
EC,BY,707
EC,BZ,4607
EC,CA,1640
EC,CD,513
EC,CF,729
EC,CG,715
EC,CH,4414
EC,CI,760
EC,CL,18187
EC,CM,658
EC,CO,35776
EC,CR,10940
EC,CV,1155
EC,CW,13060
EC,CY,476
EC,CZ,297
EC,DE,1198
EC,DJ,514
EC,DK,498
EC,DO,13244
EC,DZ,1170
EC,EC,3832289
EC,EE,389
EC,EG,714
EC,ES,26563
EC,ET,267
EC,FI,402
EC,FJ,263
EC,FM,345
EC,FR,906
EC,GA,635
EC,GB,1008
EC,GD,949
EC,GE,259
EC,GF,1811
EC,GH,878
EC,GM,1359
EC,GN,543
EC,GP,762
EC,GQ,2807
EC,GR,406
EC,GT,12116
EC,GU,314
EC,GW,737
EC,GY,3487
EC,HK,243
EC,HN,15407
EC,HR,343
EC,HT,2891
EC,HU,408
EC,ID,275
EC,IE,430
EC,IM,302
EC,IN,197
EC,IS,1382
EC,IT,4318
EC,JE,758
EC,JM,1119
EC,JO,379
EC,JP,198
EC,KE,499
EC,KG,127
EC,KH,206
EC,KI,547
EC,KM,236
EC,KR,301
EC,KW,496
EC,KY,3441
EC,KZ,261
EC,LA,148
EC,LB,713
EC,LC,910
EC,LK,464
EC,LR,1020
EC,LS,197
EC,LT,282
EC,LU,1260
EC,LV,324
EC,LY,350
EC,MA,3398
EC,MD,242
EC,ME,571
EC,MG,749
EC,MK,444
EC,ML,668
EC,MM,125
EC,MN,220
EC,MO,264
EC,MQ,829
EC,MR,608
EC,MT,1083
EC,MU,411
EC,MV,524
EC,MW,231
EC,MX,9461
EC,MY,213
EC,MZ,1005
EC,NA,436
EC,NC,477
EC,NE,530
EC,NG,566
EC,NI,15806
EC,NL,965
EC,NO,594
EC,NP,178
EC,NZ,561
EC,OM,525
EC,PA,17549
EC,PE,21667
EC,PF,480
EC,PG,302
EC,PH,1017
EC,PK,618
EC,PL,219
EC,PR,5074
EC,PT,1497
EC,PY,15083
EC,QA,679
EC,RE,239
EC,RO,481
EC,RS,401
EC,RW,480
EC,SA,529
EC,SB,332
EC,SC,508
EC,SE,769
EC,SG,248
EC,SI,367
EC,SK,279
EC,SL,1103
EC,SN,788
EC,SR,1618
EC,ST,1496
EC,SV,11097
EC,SZ,289
EC,TD,409
EC,TG,1126
EC,TH,112
EC,TJ,236
EC,TL,556
EC,TN,1347
EC,TO,409
EC,TR,265
EC,TT,5445
EC,TW,162
EC,TZ,416
EC,UA,565
EC,UG,681
EC,US,6536
EC,UY,6273
EC,UZ,158
EC,VC,1064
EC,VN,322
EC,VU,186
EC,WS,306
EC,XK,312
EC,YT,242
EC,ZA,256
EC,ZM,473
EC,ZW,210
EE,AE,2793
EE,AG,5921
EE,AL,2051
EE,AM,8063
EE,AO,204
EE,AR,532
EE,AT,8845
EE,AU,11743
EE,AW,1257
EE,AZ,9022
EE,BA,1582
EE,BB,1221
EE,BD,508
EE,BE,8651
EE,BF,166
EE,BG,6030
EE,BH,1179
EE,BI,153
EE,BJ,3089
EE,BN,561
EE,BO,172
EE,BR,513
EE,BS,920
EE,BT,613
EE,BW,262
EE,BY,26277
EE,BZ,371
EE,CA,2929
EE,CD,177
EE,CF,299
EE,CG,633
EE,CH,13261
EE,CI,494
EE,CL,627
EE,CM,2080
EE,CO,359
EE,CR,1160
EE,CV,512
EE,CW,1831
EE,CY,15540
EE,CZ,6376
EE,DE,7796
EE,DJ,173
EE,DK,18236
EE,DO,432
EE,DZ,281
EE,EC,389
EE,EE,35939453
EE,EG,597
EE,ES,5503
EE,ET,252
EE,FI,388267
EE,FJ,312
EE,FM,121
EE,FR,3056
EE,GA,335
EE,GB,9518
EE,GD,648
EE,GE,16153
EE,GF,418
EE,GH,1598
EE,GM,7052
EE,GN,393
EE,GP,731
EE,GQ,797
EE,GR,5376
EE,GT,228
EE,GU,671
EE,GW,210
EE,GY,402
EE,HK,1468
EE,HN,197
EE,HR,4753
EE,HT,131
EE,HU,5083
EE,ID,201
EE,IE,16541
EE,IM,7547
EE,IN,244
EE,IS,37944
EE,IT,4695
EE,JE,9773
EE,JM,944
EE,JO,480
EE,JP,1116
EE,KE,491
EE,KG,3242
EE,KH,200
EE,KI,83
EE,KM,78
EE,KR,688
EE,KW,519
EE,KY,3335
EE,KZ,3061
EE,LA,95
EE,LB,1224
EE,LC,979
EE,LK,1608
EE,LR,1178
EE,LS,92
EE,LT,46492
EE,LU,30352
EE,LV,196705
EE,LY,132
EE,MA,523
EE,MD,14237
EE,ME,7648
EE,MG,248
EE,MK,5562
EE,ML,386
EE,MM,52
EE,MN,631
EE,MO,822
EE,MQ,754
EE,MR,145
EE,MT,35134
EE,MU,2318
EE,MV,1730
EE,MW,128
EE,MX,342
EE,MY,399
EE,MZ,214
EE,NA,779
EE,NC,689
EE,NE,210
EE,NG,2306
EE,NI,193
EE,NL,9363
EE,NO,32844
EE,NP,869
EE,NZ,5448
EE,OM,729
EE,PA,733
EE,PE,285
EE,PF,817
EE,PG,132
EE,PH,366
EE,PK,527
EE,PL,4157
EE,PR,452
EE,PT,5911
EE,PY,415
EE,QA,1302
EE,RE,1082
EE,RO,2723
EE,RS,3842
EE,RW,344
EE,SA,356
EE,SB,117
EE,SC,1691
EE,SE,25764
EE,SG,2294
EE,SI,8837
EE,SK,4036
EE,SL,1121
EE,SN,301
EE,SR,388
EE,ST,752
EE,SV,220
EE,SZ,219
EE,TD,169
EE,TG,474
EE,TH,442
EE,TJ,3131
EE,TL,450
EE,TN,1053
EE,TO,143
EE,TR,1436
EE,TT,529
EE,TW,463
EE,TZ,347
EE,UA,24605
EE,UG,862
EE,US,1818
EE,UY,1011
EE,UZ,2661
EE,VC,531
EE,VN,128
EE,VU,913
EE,WS,115
EE,XK,1356
EE,YT,165
EE,ZA,369
EE,ZM,367
EE,ZW,438
EG,AE,40485
EG,AG,751
EG,AL,779
EG,AM,491
EG,AO,1258
EG,AR,590
EG,AT,2370
EG,AU,1061
EG,AW,601
EG,AZ,627
EG,BA,621
EG,BB,347
EG,BD,1291
EG,BE,1048
EG,BF,3256
EG,BG,554
EG,BH,16723
EG,BI,1729
EG,BJ,2240
EG,BN,1283
EG,BO,555
EG,BR,832
EG,BS,395
EG,BT,185
EG,BW,813
EG,BY,1973
EG,BZ,578
EG,CA,1641
EG,CD,1293
EG,CF,14318
EG,CG,1854
EG,CH,1427
EG,CI,2684
EG,CL,361
EG,CM,1725
EG,CO,950
EG,CR,824
EG,CV,638
EG,CW,463
EG,CY,6287
EG,CZ,523
EG,DE,1904
EG,DJ,12286
EG,DK,684
EG,DO,1147
EG,DZ,6702
EG,EC,714
EG,EE,597
EG,EG,1032826
EG,ES,677
EG,ET,4096
EG,FI,640
EG,FJ,549
EG,FM,185
EG,FR,1126
EG,GA,1409
EG,GB,1150
EG,GD,584
EG,GE,870
EG,GF,814
EG,GH,3127
EG,GM,2649
EG,GN,5575
EG,GP,260
EG,GQ,3044
EG,GR,2790
EG,GT,451
EG,GU,299
EG,GW,1592
EG,GY,850
EG,HK,343
EG,HN,1057
EG,HR,437
EG,HT,1095
EG,HU,580
EG,ID,699
EG,IE,1073
EG,IM,327
EG,IN,340
EG,IS,446
EG,IT,2939
EG,JE,424
EG,JM,1019
EG,JO,45872
EG,JP,204
EG,KE,2666
EG,KG,612
EG,KH,336
EG,KI,730
EG,KM,2633
EG,KR,439
EG,KW,138274
EG,KY,638
EG,KZ,918
EG,LA,202
EG,LB,17149
EG,LC,463
EG,LK,548
EG,LR,4412
EG,LS,544
EG,LT,519
EG,LU,1708
EG,LV,619
EG,LY,50714
EG,MA,8471
EG,MD,461
EG,ME,765
EG,MG,1014
EG,MK,619
EG,ML,4147
EG,MM,189
EG,MN,268
EG,MO,256
EG,MQ,205
EG,MR,9316
EG,MT,3812
EG,MU,683
EG,MV,3408
EG,MW,850
EG,MX,537
EG,MY,1172
EG,MZ,1222
EG,NA,1523
EG,NC,144
EG,NE,3809
EG,NG,2611
EG,NI,1076
EG,NL,1516
EG,NO,665
EG,NP,229
EG,NZ,422
EG,OM,21403
EG,PA,783
EG,PE,530
EG,PF,193
EG,PG,392
EG,PH,771
EG,PK,2140
EG,PL,367
EG,PR,336
EG,PT,486
EG,PY,1550
EG,QA,31342
EG,RE,272
EG,RO,789
EG,RS,764
EG,RW,2034
EG,SA,63160
EG,SB,380
EG,SC,1417
EG,SE,1728
EG,SG,476
EG,SI,511
EG,SK,447
EG,SL,6060
EG,SN,2392
EG,SR,545
EG,ST,848
EG,SV,571
EG,SZ,884
EG,TD,8599
EG,TG,2352
EG,TH,313
EG,TJ,731
EG,TL,315
EG,TN,8366
EG,TO,535
EG,TR,3454
EG,TT,719
EG,TW,166
EG,TZ,2464
EG,UA,1429
EG,UG,4110
EG,US,832
EG,UY,515
EG,UZ,710
EG,VC,504
EG,VN,348
EG,VU,170
EG,WS,331
EG,XK,562
EG,YT,838
EG,ZA,567
EG,ZM,1564
EG,ZW,570
ES,AE,3543
ES,AG,4581
ES,AL,3427
ES,AM,3258
ES,AO,1464
ES,AR,15275
ES,AT,8224
ES,AU,3120
ES,AW,17563
ES,AZ,678
ES,BA,1930
ES,BB,1691
ES,BD,573
ES,BE,13070
ES,BF,1614
ES,BG,18496
ES,BH,2133
ES,BI,679
ES,BJ,3507
ES,BN,718
ES,BO,18104
ES,BR,2739
ES,BS,1807
ES,BT,431
ES,BW,475
ES,BY,3142
ES,BZ,2273
ES,CA,2699
ES,CD,680
ES,CF,2274
ES,CG,2094
ES,CH,21241
ES,CI,2903
ES,CL,10860
ES,CM,2381
ES,CO,19287
ES,CR,10806
ES,CV,26514
ES,CW,10739
ES,CY,6566
ES,CZ,3314
ES,DE,8660
ES,DJ,686
ES,DK,6653
ES,DO,42862
ES,DZ,2336
ES,EC,26563
ES,EE,5503
ES,EG,677
ES,ES,1074854
ES,ET,383
ES,FI,5678
ES,FJ,356
ES,FM,210
ES,FR,9049
ES,GA,3240
ES,GB,11360
ES,GD,1482
ES,GE,6990
ES,GF,4583
ES,GH,3382
ES,GM,25999
ES,GN,10533
ES,GP,4059
ES,GQ,101754
ES,GR,5828
ES,GT,3852
ES,GU,1570
ES,GW,22652
ES,GY,983
ES,HK,1533
ES,HN,46408
ES,HR,3137
ES,HT,1118
ES,HU,3830
ES,ID,269
ES,IE,14848
ES,IM,9362
ES,IN,229
ES,IS,15971
ES,IT,15696
ES,JE,11059
ES,JM,1496
ES,JO,967
ES,JP,1166
ES,KE,716
ES,KG,457
ES,KH,136
ES,KI,414
ES,KM,245
ES,KR,777
ES,KW,1473
ES,KY,9990
ES,KZ,658
ES,LA,133
ES,LB,2454
ES,LC,1505
ES,LK,468
ES,LR,2469
ES,LS,173
ES,LT,6079
ES,LU,18985
ES,LV,5078
ES,LY,855
ES,MA,21606
ES,MD,9941
ES,ME,4011
ES,MG,666
ES,MK,2780
ES,ML,9400
ES,MM,86
ES,MN,554
ES,MO,1647
ES,MQ,2984
ES,MR,9286
ES,MT,18333
ES,MU,1314
ES,MV,2107
ES,MW,221
ES,MX,3400
ES,MY,425
ES,MZ,891
ES,NA,1197
ES,NC,2100
ES,NE,1062
ES,NG,1179
ES,NI,34339
ES,NL,10020
ES,NO,7739
ES,NP,751
ES,NZ,2615
ES,OM,1648
ES,PA,11635
ES,PE,12016
ES,PF,2588
ES,PG,189
ES,PH,1337
ES,PK,2194
ES,PL,3114
ES,PR,6498
ES,PT,26441
ES,PY,60647
ES,QA,2316
ES,RE,2245
ES,RO,44581
ES,RS,3600
ES,RW,528
ES,SA,1241
ES,SB,182
ES,SC,2728
ES,SE,6800
ES,SG,1623
ES,SI,5230
ES,SK,3049
ES,SL,3585
ES,SN,25493
ES,SR,1742
ES,ST,4447
ES,SV,8979
ES,SZ,365
ES,TD,768
ES,TG,1560
ES,TH,310
ES,TJ,417
ES,TL,519
ES,TN,1900
ES,TO,440
ES,TR,906
ES,TT,2183
ES,TW,591
ES,TZ,618
ES,UA,3689
ES,UG,978
ES,US,3316
ES,UY,24986
ES,UZ,428
ES,VC,932
ES,VN,206
ES,VU,297
ES,WS,330
ES,XK,1179
ES,YT,892
ES,ZA,505
ES,ZM,453
ES,ZW,457
ET,AE,138056
ET,AG,1186
ET,AL,404
ET,AM,187
ET,AO,3278
ET,AR,200
ET,AT,1988
ET,AU,3032
ET,AW,259
ET,AZ,710
ET,BA,319
ET,BB,869
ET,BD,1328
ET,BE,2851
ET,BF,2454
ET,BG,283
ET,BH,83196
ET,BI,6086
ET,BJ,4495
ET,BN,863
ET,BO,230
ET,BR,258
ET,BS,806
ET,BT,452
ET,BW,3026
ET,BY,530
ET,BZ,668
ET,CA,6754
ET,CD,2679
ET,CF,4171
ET,CG,2650
ET,CH,11110
ET,CI,2946
ET,CL,150
ET,CM,2535
ET,CO,305
ET,CR,308
ET,CV,816
ET,CW,715
ET,CY,2786
ET,CZ,271
ET,DE,6048
ET,DJ,594079
ET,DK,2407
ET,DO,805
ET,DZ,1257
ET,EC,267
ET,EE,252
ET,EG,4096
ET,ES,383
ET,ET,7788053
ET,FI,3252
ET,FJ,633
ET,FM,647
ET,FR,1399
ET,GA,1791
ET,GB,4307
ET,GD,1110
ET,GE,336
ET,GF,1207
ET,GH,7574
ET,GM,4375
ET,GN,2730
ET,GP,477
ET,GQ,16038
ET,GR,2156
ET,GT,234
ET,GU,372
ET,GW,2047
ET,GY,1319
ET,HK,387
ET,HN,392
ET,HR,187
ET,HT,2537
ET,HU,380
ET,ID,3535
ET,IE,1361
ET,IM,187
ET,IN,770
ET,IS,1545
ET,IT,1364
ET,JE,229
ET,JM,1952
ET,JO,11085
ET,JP,235
ET,KE,44470
ET,KG,399
ET,KH,297
ET,KI,832
ET,KM,1888
ET,KR,636
ET,KW,55477
ET,KY,635
ET,KZ,397
ET,LA,240
ET,LB,113602
ET,LC,1217
ET,LK,1707
ET,LR,9090
ET,LS,4432
ET,LT,187
ET,LU,6933
ET,LV,280
ET,LY,6124
ET,MA,2749
ET,MD,202
ET,ME,321
ET,MG,1951
ET,MK,299
ET,ML,3219
ET,MM,603
ET,MN,236
ET,MO,244
ET,MQ,444
ET,MR,4659
ET,MT,12070
ET,MU,975
ET,MV,1425
ET,MW,6151
ET,MX,204
ET,MY,885
ET,MZ,3178
ET,NA,3798
ET,NC,184
ET,NE,5212
ET,NG,3195
ET,NI,502
ET,NL,5441
ET,NO,11546
ET,NP,627
ET,NZ,1834
ET,OM,14043
ET,PA,415
ET,PE,208
ET,PF,148
ET,PG,3431
ET,PH,388
ET,PK,2241
ET,PL,607
ET,PR,177
ET,PT,277
ET,PY,406
ET,QA,52570
ET,RE,401
ET,RO,451
ET,RS,395
ET,RW,10238
ET,SA,114399
ET,SB,2238
ET,SC,4704
ET,SE,13962
ET,SG,469
ET,SI,284
ET,SK,199
ET,SL,8226
ET,SN,2287
ET,SR,823
ET,ST,2423
ET,SV,272
ET,SZ,6517
ET,TD,7803
ET,TG,4253
ET,TH,187
ET,TJ,1139
ET,TL,4067
ET,TN,1046
ET,TO,662
ET,TR,1681
ET,TT,1088
ET,TW,241
ET,TZ,7296
ET,UA,385
ET,UG,25677
ET,US,3939
ET,UY,214
ET,UZ,609
ET,VC,1340
ET,VN,266
ET,VU,1015
ET,WS,551
ET,XK,335
ET,YT,926
ET,ZA,16352
ET,ZM,5149
ET,ZW,3042
FI,AE,3102
FI,AG,1271
FI,AL,5104
FI,AM,1317
FI,AO,798
FI,AR,625
FI,AT,10308
FI,AU,6137
FI,AW,2060
FI,AZ,1108
FI,BA,6753
FI,BB,1983
FI,BD,839
FI,BE,7394
FI,BF,385
FI,BG,6805
FI,BH,1598
FI,BI,1448
FI,BJ,1663
FI,BN,991
FI,BO,312
FI,BR,530
FI,BS,990
FI,BT,718
FI,BW,845
FI,BY,4014
FI,BZ,398
FI,CA,3773
FI,CD,1228
FI,CF,2444
FI,CG,1242
FI,CH,15945
FI,CI,455
FI,CL,947
FI,CM,3181
FI,CO,422
FI,CR,1110
FI,CV,3413
FI,CW,1345
FI,CY,9240
FI,CZ,4900
FI,DE,8171
FI,DJ,7148
FI,DK,18668
FI,DO,741
FI,DZ,343
FI,EC,402
FI,EE,388267
FI,EG,640
FI,ES,5678
FI,ET,3252
FI,FI,9068132
FI,FJ,661
FI,FM,213
FI,FR,3160
FI,GA,592
FI,GB,6821
FI,GD,1607
FI,GE,1831
FI,GF,694
FI,GH,3291
FI,GM,33880
FI,GN,844
FI,GP,970
FI,GQ,1582
FI,GR,7390
FI,GT,177
FI,GU,1034
FI,GW,1109
FI,GY,635
FI,HK,2162
FI,HN,412
FI,HR,4742
FI,HT,146
FI,HU,6485
FI,ID,224
FI,IE,8096
FI,IM,5514
FI,IN,275
FI,IS,38086
FI,IT,4415
FI,JE,6038
FI,JM,1144
FI,JO,1073
FI,JP,1741
FI,KE,3944
FI,KG,911
FI,KH,465
FI,KI,148
FI,KM,102
FI,KR,993
FI,KW,1067
FI,KY,6563
FI,KZ,794
FI,LA,464
FI,LB,2809
FI,LC,727
FI,LK,1767
FI,LR,1588
FI,LS,92
FI,LT,11694
FI,LU,19853
FI,LV,36452
FI,LY,402
FI,MA,931
FI,MD,5138
FI,ME,4103
FI,MG,231
FI,MK,6104
FI,ML,361
FI,MM,304
FI,MN,443
FI,MO,1682
FI,MQ,795
FI,MR,585
FI,MT,28667
FI,MU,1092
FI,MV,1887
FI,MW,977
FI,MX,419
FI,MY,673
FI,MZ,517
FI,NA,4158
FI,NC,684
FI,NE,570
FI,NG,1327
FI,NI,695
FI,NL,9228
FI,NO,29324
FI,NP,4172
FI,NZ,5123
FI,OM,983
FI,PA,536
FI,PE,418
FI,PF,999
FI,PG,277
FI,PH,1462
FI,PK,628
FI,PL,3411
FI,PR,499
FI,PT,5265
FI,PY,358
FI,QA,2758
FI,RE,564
FI,RO,5381
FI,RS,4586
FI,RW,5374
FI,SA,1126
FI,SB,593
FI,SC,2552
FI,SE,68403
FI,SG,3640
FI,SI,8181
FI,SK,3575
FI,SL,2948
FI,SN,1718
FI,SR,347
FI,ST,326
FI,SV,314
FI,SZ,954
FI,TD,389
FI,TG,911
FI,TH,2278
FI,TJ,749
FI,TL,198
FI,TN,1576
FI,TO,344
FI,TR,2332
FI,TT,937
FI,TW,620
FI,TZ,1624
FI,UA,4180
FI,UG,3135
FI,US,2147
FI,UY,1347
FI,UZ,699
FI,VC,603
FI,VN,1092
FI,VU,456
FI,WS,251
FI,XK,41466
FI,YT,260
FI,ZA,604
FI,ZM,3033
FI,ZW,1074
FJ,AE,4257
FJ,AG,9244
FJ,AL,663
FJ,AM,148
FJ,AO,1493
FJ,AR,211
FJ,AT,713
FJ,AU,116638
FJ,AW,4963
FJ,AZ,183
FJ,BA,231
FJ,BB,7650
FJ,BD,2043
FJ,BE,546
FJ,BF,637
FJ,BG,239
FJ,BH,3258
FJ,BI,1094
FJ,BJ,20756
FJ,BN,1681
FJ,BO,205
FJ,BR,328
FJ,BS,6651
FJ,BT,1095
FJ,BW,1406
FJ,BY,334
FJ,BZ,13136
FJ,CA,10501
FJ,CD,996
FJ,CF,3916
FJ,CG,1128
FJ,CH,2354
FJ,CI,861
FJ,CL,218
FJ,CM,1017
FJ,CO,283
FJ,CR,452
FJ,CV,1289
FJ,CW,5555
FJ,CY,6718
FJ,CZ,169
FJ,DE,699
FJ,DJ,1805
FJ,DK,889
FJ,DO,888
FJ,DZ,330
FJ,EC,263
FJ,EE,312
FJ,EG,549
FJ,ES,356
FJ,ET,633
FJ,FI,661
FJ,FJ,105177413
FJ,FM,242695
FJ,FR,1478
FJ,GA,1044
FJ,GB,13387
FJ,GD,8630
FJ,GE,321
FJ,GF,5236
FJ,GH,2272
FJ,GM,2040
FJ,GN,635
FJ,GP,2888
FJ,GQ,799
FJ,GR,406
FJ,GT,238
FJ,GU,27294
FJ,GW,1450
FJ,GY,205391
FJ,HK,1386
FJ,HN,400
FJ,HR,255
FJ,HT,1358
FJ,HU,224
FJ,ID,1160
FJ,IE,1578
FJ,IM,1549
FJ,IN,1444
FJ,IS,520
FJ,IT,453
FJ,JE,1125
FJ,JM,5863
FJ,JO,467
FJ,JP,2613
FJ,KE,1768
FJ,KG,185
FJ,KH,570
FJ,KI,4071395
FJ,KM,43050
FJ,KR,1743
FJ,KW,3033
FJ,KY,4475
FJ,KZ,272
FJ,LA,242
FJ,LB,911
FJ,LC,6983
FJ,LK,8585
FJ,LR,3618
FJ,LS,636
FJ,LT,163
FJ,LU,1390
FJ,LV,558
FJ,LY,206
FJ,MA,538
FJ,MD,225
FJ,ME,341
FJ,MG,3408
FJ,MK,335
FJ,ML,1109
FJ,MM,277
FJ,MN,961
FJ,MO,902
FJ,MQ,1118
FJ,MR,423
FJ,MT,1108
FJ,MU,92096
FJ,MV,3589
FJ,MW,2211
FJ,MX,203
FJ,MY,1095
FJ,MZ,1821
FJ,NA,1712
FJ,NC,66598
FJ,NE,966
FJ,NG,2499
FJ,NI,505
FJ,NL,1194
FJ,NO,792
FJ,NP,785
FJ,NZ,550191
FJ,OM,2723
FJ,PA,679
FJ,PE,235
FJ,PF,44247
FJ,PG,504324
FJ,PH,1669
FJ,PK,1517
FJ,PL,111
FJ,PR,364
FJ,PT,411
FJ,PY,507
FJ,QA,4100
FJ,RE,10028
FJ,RO,456
FJ,RS,306
FJ,RW,1374
FJ,SA,1751
FJ,SB,1166231
FJ,SC,22368
FJ,SE,805
FJ,SG,2247
FJ,SI,349
FJ,SK,162
FJ,SL,3473
FJ,SN,1003
FJ,SR,159563
FJ,ST,966
FJ,SV,243
FJ,SZ,1027
FJ,TD,546
FJ,TG,1555
FJ,TH,183
FJ,TJ,355
FJ,TL,8933
FJ,TN,626
FJ,TO,2413502
FJ,TR,161
FJ,TT,44760
FJ,TW,547
FJ,TZ,1439
FJ,UA,185
FJ,UG,2079
FJ,US,5227
FJ,UY,285
FJ,UZ,183
FJ,VC,21406
FJ,VN,183
FJ,VU,1171658
FJ,WS,906168
FJ,XK,286
FJ,YT,111535
FJ,ZA,1540
FJ,ZM,2404
FJ,ZW,1353
FM,AE,3269
FM,AG,3267
FM,AL,113
FM,AM,319
FM,AO,386
FM,AR,97
FM,AT,469
FM,AU,3687
FM,AW,1956
FM,AZ,132
FM,BA,1224
FM,BB,2527
FM,BD,528
FM,BE,525
FM,BF,276
FM,BG,255
FM,BH,4834
FM,BI,520
FM,BJ,4539
FM,BN,2181
FM,BO,142
FM,BR,133
FM,BS,3305
FM,BT,443
FM,BW,434
FM,BY,209
FM,BZ,130223
FM,CA,1680
FM,CD,535
FM,CF,321
FM,CG,503
FM,CH,761
FM,CI,770
FM,CL,97
FM,CM,924
FM,CO,164
FM,CR,304
FM,CV,959
FM,CW,1144
FM,CY,874
FM,CZ,99
FM,DE,764
FM,DJ,496
FM,DK,234
FM,DO,1260
FM,DZ,407
FM,EC,345
FM,EE,121
FM,EG,185
FM,ES,210
FM,ET,647
FM,FI,213
FM,FJ,242695
FM,FM,584673303
FM,FR,146
FM,GA,1243
FM,GB,455
FM,GD,9733
FM,GE,90
FM,GF,35284
FM,GH,947
FM,GM,1736
FM,GN,341
FM,GP,550
FM,GQ,408
FM,GR,164
FM,GT,309
FM,GU,31805085
FM,GW,468
FM,GY,155479
FM,HK,1962
FM,HN,309
FM,HR,193
FM,HT,1410
FM,HU,98
FM,ID,808
FM,IE,568
FM,IM,1030
FM,IN,410
FM,IS,505
FM,IT,388
FM,JE,618
FM,JM,6116
FM,JO,219
FM,JP,3198
FM,KE,875
FM,KG,133
FM,KH,289
FM,KI,536651
FM,KM,404
FM,KR,1504
FM,KW,3661
FM,KY,20287
FM,KZ,150
FM,LA,212
FM,LB,294
FM,LC,6805
FM,LK,1854
FM,LR,1728
FM,LS,225
FM,LT,152
FM,LU,233
FM,LV,113
FM,LY,132
FM,MA,885
FM,MD,143
FM,ME,365
FM,MG,307
FM,MK,103
FM,ML,325
FM,MM,533
FM,MN,253
FM,MO,3624
FM,MQ,1078
FM,MR,427
FM,MT,1319
FM,MU,2608
FM,MV,1590
FM,MW,549
FM,MX,178
FM,MY,392
FM,MZ,485
FM,NA,562
FM,NC,4633
FM,NE,355
FM,NG,3589
FM,NI,305
FM,NL,374
FM,NO,366
FM,NP,705
FM,NZ,11364
FM,OM,1477
FM,PA,357
FM,PE,145
FM,PF,7964
FM,PG,29548
FM,PH,11142
FM,PK,823
FM,PL,75
FM,PR,813
FM,PT,126
FM,PY,199
FM,QA,4011
FM,RE,477
FM,RO,139
FM,RS,113
FM,RW,518
FM,SA,1952
FM,SB,106184
FM,SC,2570
FM,SE,188
FM,SG,2515
FM,SI,146
FM,SK,70
FM,SL,1494
FM,SN,360
FM,SR,602079
FM,ST,536
FM,SV,462
FM,SZ,423
FM,TD,250
FM,TG,823
FM,TH,227
FM,TJ,186
FM,TL,2355
FM,TN,767
FM,TO,359872
FM,TR,185
FM,TT,20158
FM,TW,1185
FM,TZ,666
FM,UA,104
FM,UG,969
FM,US,84128
FM,UY,120
FM,UZ,94
FM,VC,5199
FM,VN,499
FM,VU,79608
FM,WS,354052
FM,XK,171
FM,YT,533
FM,ZA,244
FM,ZM,818
