iso2_o,iso2_d,export
AD,AG,1.878
AD,AM,1.3824548
AD,AR,28.543
AD,AT,1345.523105
AD,BA,5.265000000000001
AD,BB,28.551652800000003
AD,BE,298.966
AD,BG,16.766
AD,BI,23.476
AD,BR,29.314283
AD,BY,3.5999999999999996
AD,CA,175.7643273
AD,CH,351.037168
AD,CL,565.434
AD,CM,45.333
AD,CN,85.995
AD,CO,754.683
AD,CV,100.49571019999999
AD,CZ,211.39872140000003
AD,DE,2068.079717
AD,DK,7.753
AD,DO,1.595
AD,EE,18.3664998
AD,ES,31127.8208801
AD,FI,1685.567257
AD,FR,16158.5856113
AD,GB,313.87
AD,GR,697.010682
AD,GY,153.572845
AD,HK,192.37454
AD,HN,98.87
AD,HU,1.153
AD,ID,32.328
AD,IE,82.1427386
AD,IL,34.0
AD,IS,9.954
AD,IT,564.9558016999999
AD,JP,20.39
AD,KR,114.54084569999999
AD,KW,1910.662
AD,LK,15148.0548695
AD,LT,27.973000000000003
AD,MD,44.4452727
AD,MK,40.169301999999995
AD,ML,58.359
AD,MM,55.936471999999995
AD,MR,6359.8246307
AD,MX,819.7103682
AD,MY,292.5355737
AD,MZ,16.084
AD,NG,277.06955
AD,NL,3426.2439999999997
AD,NO,3293.9910000000004
AD,NZ,1.009
AD,PE,1.83
AD,PH,1477.3545861
AD,PL,1580.374253
AD,PT,178.454
AD,PW,44.7661871
AD,RO,56.223
AD,RU,4.241
AD,SC,13.6411754
AD,SE,11.600000000000001
AD,SG,253.535576
AD,SI,39.4714417
AD,SK,142.586001
AD,SV,77.2939635
AD,TG,1.762
AD,TN,22.606
AD,TR,80.414
AD,TZ,64.557
AD,UA,3.522
AD,US,13316.7544523
AD,UY,41.6768555
AD,ZA,182.0573662
AD,ZM,95.95605789999999
AE,AG,3215.8091877
AE,AL,102.354
AE,AM,85656.2393647
AE,AR,45336.1838491
AE,AT,127788.7504887
AE,AU,1446461.6379534001
AE,AZ,8215.5210306
AE,BA,8182.9723142
AE,BB,189.8154118
AE,BE,2517296.6271473
AE,BG,30101.7895586
AE,BI,49978.2873931
AE,BM,36.8559247
AE,BN,5030.8247843
AE,BO,6792.1285197
AE,BR,169071.8663381
AE,BY,11499.3498542
AE,BZ,3434.3238432000003
AE,CA,104076.24599750001
AE,CG,38660.4324978
AE,CH,9977883.0285138
AE,CL,41713.5244575
AE,CM,57752.0857628
AE,CN,11405198.9086274
AE,CO,17416.849445
AE,CV,512.5459398
AE,CY,22428.5954356
AE,CZ,94732.3006052
AE,DE,1084374.9895555
AE,DK,22972.1172185
AE,DO,8513.1756709
AE,DZ,219395.603
AE,EC,13067.7813262
AE,EE,3214.9324828999997
AE,EG,791499.6847498
AE,ES,367622.2060844
AE,FI,11066.3527909
AE,FJ,4133.8137681
AE,FR,1151511.0544604
AE,GB,2148624.2610713
AE,GE,141934.94999999998
AE,GH,299823.5405044
AE,GR,62236.6322569
AE,GY,2360.1895557
AE,HK,2814676.3364574
AE,HN,389.119936
AE,HR,60.327034899999994
AE,HU,11910.5287461
AE,ID,2036502.6446254
AE,IE,27710.4988711
AE,IN,22112441.1588199
AE,IS,684.5076578
AE,IT,1102884.3946861
AE,JM,3645.6134791
AE,JO,973114.9522733
AE,JP,18857565.0598188
AE,KE,1266837.5508404
AE,KG,8582.4418981
AE,KN,70.17058999999999
AE,KR,8888407.5959362
AE,KW,2874099.4217575
AE,KZ,83464.7212076
AE,LK,1471035.6320829
AE,LT,3294.3816157
AE,LV,5881.8569245
AE,MD,1858.1216214
AE,MG,257525.2751126
AE,MK,1683.930228
AE,ML,35731.2889791
AE,MM,92793.4468638
AE,MR,293561.69049269997
AE,MU,106051.87520099999
AE,MX,378439.8619462
AE,MY,2906801.5467817998
AE,MZ,58757.3609847
AE,NG,346748.1306879
AE,NI,335.9383768
AE,NL,1108402.2188535
AE,NO,46017.9531654
AE,NP,172932.6068259
AE,NZ,1278323.1338984
AE,OM,10085448.3806176
AE,PE,21346.678259700002
AE,PH,797073.0539172001
AE,PL,192928.43943949998
AE,PT,18461.9699072
AE,PW,2.3993111
AE,PY,59618.281174
AE,RO,50937.0543714
AE,RU,167563.9474627
AE,SB,78.140545
AE,SC,138623.2674852
AE,SE,49852.8993902
AE,SG,7966337.1852437
AE,SI,5801.012400199999
AE,SK,17536.8238634
AE,SL,52721.0218125
AE,SN,154952.2158287
AE,SR,1142.1931729
AE,ST,1386.3966052
AE,SV,9221.6185475
AE,TG,21656.4916245
AE,TN,131808.2020562
AE,TR,5532546.0651223
AE,TZ,561946.4290095001
AE,UA,53817.5990378
AE,UG,622333.0916186
AE,US,3264727.3704712
AE,UY,32914.2906477
AE,VC,113.97258970000001
AE,ZA,1329310.3256064001
AE,ZM,313633.1237079
AF,AM,1.4077591
AF,AR,41.783596100000004
AF,AT,243.332835
AF,AU,285.1599076
AF,BA,1.9962825
AF,BB,15.644072600000001
AF,BE,2226.5924693
AF,BG,85.59344759999999
AF,BN,2.882
AF,BO,128.7040984
AF,BR,215.3148844
AF,BY,810.7752429
AF,CA,2465.539127
AF,CH,610.4490509
AF,CL,261.157
AF,CM,8.618
AF,CN,2849.4235113
AF,CO,996.4911734
AF,CZ,133.7666395
AF,DE,8885.77225
AF,DK,151.4288473
AF,DO,81.917
AF,DZ,11.07
AF,EC,48.205
AF,EE,1.835
AF,EG,424.334558
AF,ES,1900.9363326999999
AF,FI,3682.2169999999996
AF,FR,8221.412333799999
AF,GB,2231.0572001
AF,GE,1.167
AF,GH,15.1563519
AF,HK,10.297
AF,HN,3.67
AF,HU,28.677
AF,ID,26.096
AF,IE,238.71373839999998
AF,IL,1.0
AF,IN,410983.2838316
AF,IS,141.377
AF,IT,1545.1021286
AF,JO,3379.7302480000003
AF,JP,156.74474
AF,KE,3.360508
AF,KG,237.1876256
AF,KN,2.347
AF,KR,262.3379239
AF,KW,189.46054049999998
AF,KZ,1960.9217543000002
AF,LK,102.30981999999999
AF,LT,85.318
AF,MD,54.896
AF,MK,1.391
AF,ML,18.043
AF,MM,664.8017537
AF,MU,2.511
AF,MX,2949.3540358
AF,MY,344.70351800000003
AF,MZ,55.339845499999996
AF,NI,8.767
AF,NL,2973.1842051
AF,NO,231.14947560000002
AF,NP,6.045166
AF,NZ,61.484930399999996
AF,OM,5.0756338
AF,PE,23.916472
AF,PH,4.25
AF,PL,516.88323
AF,PT,464.91551999999996
AF,RO,104.44083
AF,RU,1964.316285
AF,SC,1.259
AF,SE,284.0569535
AF,SG,318.9499903
AF,SI,20.037755999999998
AF,SK,8.168000000000001
AF,SN,205.95481230000001
AF,TG,2.301
AF,TN,98.8311511
AF,TR,8713.532714
AF,TZ,75.3042867
AF,UA,75.787588
AF,US,8210.6926671
AF,UY,76.866
AF,ZA,193.582
AF,ZM,25.657000000000004
AG,AE,5.031
AG,AI,165.745
AG,AR,31.181
AG,AT,33.060507799999996
AG,AU,2593.4623267
AG,AW,17.292
AG,BA,1.289337
AG,BB,548.931554
AG,BE,3620.0819638999997
AG,BM,9353.395999999999
AG,BR,32.003
AG,BS,30.642
AG,BY,9.9
AG,BZ,234.2999475
AG,CA,222.9333067
AG,CG,18.355
AG,CH,46.336999999999996
AG,CM,54265.020559000004
AG,CN,55.63
AG,CO,74.795
AG,CU,1.111
AG,CZ,75.4073968
AG,DE,1358.0428297
AG,DK,129.9815284
AG,DM,2191.544
AG,DO,6869.833404500001
AG,DZ,7.205
AG,EG,4.1514297
AG,ES,10429.260371
AG,FJ,49.143
AG,FR,1250.922598
AG,GB,16666.8703532
AG,GD,8.949
AG,GH,1958.139363
AG,GT,1.315
AG,GY,530.2616839
AG,HK,148.862
AG,HN,1.851
AG,HT,3.37
AG,HU,20.455
AG,ID,19.3035683
AG,IE,14.8031138
AG,IN,19.162
AG,IT,2234.9391671
AG,JM,89.10372790000001
AG,KN,2185.9983794
AG,KP,1.851
AG,KR,2377.2306044999996
AG,LC,965.435
AG,LK,83.921007
AG,LT,1.137
AG,LV,14.257
AG,MD,38.09503
AG,ML,28.370430499999998
AG,MM,3.44
AG,MR,39.576467
AG,MS,537.4879999999999
AG,MU,74.793632
AG,MX,289.0666645
AG,MY,11.11
AG,MZ,5.911999999999999
AG,NI,27.53
AG,NL,519.5205181
AG,NO,2.964
AG,NZ,70.116
AG,PE,12.462
AG,PF,254.94299999999998
AG,PH,2528.5904
AG,PK,47.406000000000006
AG,PL,99644.1411872
AG,RO,7.794
AG,SC,65.42556979999999
AG,SE,433.3835696
AG,SG,4.172000000000001
AG,SK,54.0950134
AG,SN,2860.0884057000003
AG,SR,6102.80198
AG,ST,1.8
AG,SV,5.114
AG,TC,95.27499999999999
AG,TH,107.77699999999999
AG,TR,518.6136988000001
AG,TT,324.903
AG,TW,107.74000000000001
AG,TZ,8.476147000000001
AG,US,11524.5656399
AG,VC,461.33146239999996
AG,VG,234.124
AG,ZA,63.493
AG,ZM,2.3758333
AI,AG,72.6587598
AI,AM,191.89218340000002
AI,AT,39.757
AI,AU,200.84476
AI,AZ,242.333
AI,BB,8.164
AI,BE,66.89
AI,BM,2.1
AI,BR,89.2709756
AI,BY,1.8
AI,BZ,3.511
AI,CA,4.448
AI,CM,157.853
AI,CZ,97.349
AI,DE,19.493000000000002
AI,DK,14.813485
AI,ES,1.325
AI,FJ,21.8114166
AI,FR,1263.9151305
AI,GB,147.08558599999998
AI,GR,1242.384
AI,GY,26.367
AI,ID,139.78518400000002
AI,IE,1.6916248
AI,IL,276.47459299999997
AI,IT,24.292
AI,JP,3.21
AI,KG,1.407
AI,KN,384.4295766
AI,KR,87.923745
AI,KZ,40.042
AI,LK,8.377
AI,MX,80.08200000000001
AI,NZ,95.5915074
AI,PH,13.570040200000001
AI,PL,52.601
AI,RU,6.0489999999999995
AI,SB,3.472
AI,SE,471.716461
AI,SG,13.259
AI,SK,141.147931
AI,TR,1.738
AI,UA,6.046
AI,US,3846.597886
AI,UY,3.8664353
AI,VC,1.001
AL,AE,2033.804
AL,AM,358.665
AL,AR,255.96238540000002
AL,AT,24042.8131394
AL,AU,1806.787863
AL,AZ,63.154
AL,BA,12879.4329875
AL,BB,15.853091500000001
AL,BE,4568.2541908
AL,BG,20408.2461185
AL,BM,6.974
AL,BN,1.468
AL,BO,41.2286653
AL,BR,1135.457704
AL,BY,1414.487412
AL,CA,8629.1207503
AL,CG,4.86
AL,CH,19241.5569699
AL,CL,548.5266911
AL,CM,28.414
AL,CN,177815.9049714
AL,CO,232.2760528
AL,CV,116.68549
AL,CY,35.7801703
AL,CZ,25686.5376016
AL,DE,111670.3642834
AL,DK,1619.8816896
AL,DO,669.2262615
AL,DZ,456.181
AL,EC,964.727
AL,EE,6457.771166299999
AL,EG,6426.206
AL,ES,127744.4650175
AL,FI,1147.0521878
AL,FR,112975.6336603
AL,GB,4107.0151923
AL,GE,221.431
AL,GH,10.078425
AL,GR,99906.645389
AL,HK,7906.261679
AL,HN,24.47
AL,HR,119.18937500000001
AL,HU,24546.3585571
AL,ID,131.0854306
AL,IE,3913.0336592999997
AL,IL,976.4199255999999
AL,IN,36128.4168593
AL,IQ,1332.248
AL,IS,132.147
AL,IT,1148660.7626957
AL,JM,123.254
AL,JO,60.609
AL,JP,11126.277973799999
AL,KE,22.350093
AL,KG,9.727
AL,KR,4407.9985238
AL,KW,2483.8403448
AL,KY,1552.217
AL,KZ,521.461283
AL,LK,121.468674
AL,LT,1301.4582656999999
AL,LV,591.9586439999999
AL,MD,512.9669391
AL,MG,27.721
AL,MH,1249.758
AL,MK,69390.4262434
AL,ML,133.2811315
AL,MM,100.12457
AL,MR,10.2862107
AL,MU,394.9263484
AL,MX,4622.3432484
AL,MY,257.9195277
AL,MZ,39.642194100000005
AL,NG,61.13990999999999
AL,NI,234.4966911
AL,NL,5904.2425156
AL,NO,1952.3180615
AL,NZ,325.6965545
AL,OM,126.07025
AL,PE,715.5982457
AL,PH,737.3693947
AL,PL,15368.0011488
AL,PT,335.13705
AL,PY,772.7365184
AL,RO,40725.3017665
AL,RU,15666.6160057
AL,SC,19.4308153
AL,SE,18725.2646787
AL,SG,624.4601779
AL,SI,7400.4305969
AL,SK,6129.506222
AL,SL,112.0551531
AL,SN,5766.6579255999995
AL,ST,8.7297677
AL,SV,9.864
AL,TG,8.590851
AL,TN,609.794485
AL,TR,25843.4670354
AL,UA,5517.6489185
AL,US,40660.3062039
AL,UY,222.512131
AL,VC,1.864
AL,ZA,700.082
AM,AE,92412.864
AM,AF,60.0
AM,AL,29.789
AM,AR,120.6996476
AM,AT,5230.9299574
AM,AU,602.6774832
AM,BA,1.532
AM,BB,17.86
AM,BE,61266.9128363
AM,BG,281690.0374668
AM,BO,4.3959776999999995
AM,BR,138.146
AM,BY,7338.592959199999
AM,BZ,19.404
AM,CA,13932.665260400001
AM,CH,237316.20613449998
AM,CI,9.2
AM,CL,2.967
AM,CM,137.869
AM,CN,131250.3537453
AM,CO,34.105000000000004
AM,CY,124.1004906
AM,CZ,2930.0854137
AM,DE,127215.44236729998
AM,DK,751.7423685
AM,DO,27.598502
AM,DZ,6.003
AM,EC,1.0204184
AM,EE,675.4401975999999
AM,EG,37.578714
AM,ES,121633.1997041
AM,FI,1956.5462912
AM,FR,10274.6093892
AM,GA,233.036
AM,GB,5108.9988392
AM,GE,203459.08894010002
AM,GH,12.585
AM,GM,13.557
AM,GR,4939.1334782
AM,HK,693.4841938
AM,HR,70.41584
AM,HU,2204.69398
AM,ID,107.78523
AM,IE,25.812
AM,IL,1249.0120211
AM,IN,3583.1609766
AM,IQ,117226.402
AM,IS,29.240984
AM,IT,37424.5839656
AM,JO,9.1226943
AM,JP,10265.1474057
AM,KE,45.10352
AM,KG,1825.5277062999996
AM,KN,31.8624751
AM,KR,7161.5330748
AM,KW,261.432073
AM,KZ,5370.332064900001
AM,LB,226.718
AM,LT,2079.4167326
AM,LV,2927.19495
AM,LY,916.431
AM,MD,727.9332584
AM,ML,5.8937539999999995
AM,MN,70.785
AM,MT,18.134999999999998
AM,MU,8.612
AM,MV,6.208
AM,MX,650.337269
AM,MY,69.5413638
AM,NG,221.43667050000002
AM,NL,88690.5086724
AM,NO,207.5122393
AM,NZ,72.744
AM,OM,48.645
AM,PE,43.884
AM,PH,42.7502184
AM,PK,18.295
AM,PL,10626.0319722
AM,PT,413.893315
AM,PY,2.418
AM,QA,1335.974
AM,RO,3753.3371857
AM,RU,569939.5972585
AM,SA,489.51800000000003
AM,SC,75.68633
AM,SE,917.2811739
AM,SG,2016.815175
AM,SI,428.75764
AM,SK,801.7299474
AM,SL,54.159
AM,SN,2638.6747
AM,SV,37.51634
AM,SY,50021.692
AM,TH,329.025
AM,TJ,959.818
AM,TM,5587.447
AM,TN,5.5
AM,TR,3014.3630000000003
AM,TW,11.021
AM,TZ,30.5591454
AM,UA,11027.2439818
AM,US,64466.7025505
AM,UY,9.82071
AM,UZ,2282.494
AM,VG,20.55
AM,VN,157.447
AM,YE,270.01
AM,ZA,254.099
AO,AG,27.594516199999997
AO,AR,6138.567394000001
AO,AT,533.0429535000001
AO,AU,407.70944
AO,AZ,35.747
AO,BE,285888.2634206
AO,BG,10.65
AO,BN,52.406
AO,BR,245893.76513
AO,CA,7.3019687
AO,CG,312625.0246856
AO,CH,119.338
AO,CL,9755.86238
AO,CM,13008.1097017
AO,CN,18656240.2759218
AO,CO,55.33907
AO,CV,51.2869
AO,CY,10.1968775
AO,CZ,3.0451887
AO,DE,42804.609968000004
AO,DK,103.316
AO,DO,6202.816426
AO,DZ,211.976
AO,EC,1454.0509
AO,EG,71335.5
AO,ES,968663.1428172
AO,FR,335503.7353183
AO,GB,66153.0939849
AO,GH,19328.728715
AO,GR,157.45325000000003
AO,HK,183430.7761187
AO,ID,414475.3564
AO,IE,14.280000000000001
AO,IL,275.695171
AO,IN,3784146.2626087
AO,IT,355783.34987300006
AO,JO,42420.059276
AO,JP,231979.28196
AO,KE,1486.3828227
AO,KR,179769.17226
AO,KW,18.31
AO,LK,47.67339
AO,LT,177.76989
AO,ML,937.3883
AO,MM,7677.2056
AO,MR,200.1426452
AO,MU,94.608603
AO,MX,113.72118569999999
AO,MY,1529.5101966
AO,MZ,420.5376473
AO,NG,7255.3633580000005
AO,NI,5.53
AO,NL,5250.8176131
AO,NO,31547.945535000003
AO,PE,68791.6231
AO,PH,5241.94592
AO,PL,1938.3806000000002
AO,PT,287176.4027191
AO,PY,140.600855
AO,RO,103.41079769999999
AO,RU,46.416281999999995
AO,SE,105.46799999999999
AO,SG,96837.4879273
AO,SI,143.28638
AO,SK,29.0059707
AO,SL,1191.2496
AO,SN,142.15088
AO,ST,2837.6393364
AO,TG,556.9202305
AO,TR,1283.039689
AO,TZ,2.4539999999999997
AO,UA,61.840217
AO,UG,327.019336
AO,US,2425301.6213379996
AO,ZA,1337062.1856835
AO,ZM,261.7895727
AR,AD,15.122
AR,AE,217808.345
AR,AF,1742.478
AR,AG,386.14179229999996
AR,AL,6362.414018
AR,AM,5968.8356902
AR,AO,37199.738
AR,AT,67772.2550048
AR,AU,622872.2730846
AR,AW,4100.662
AR,AZ,2200.1633761000003
AR,BA,5641.8057168
AR,BB,1037.8036179
AR,BD,583526.836
AR,BE,468750.14317540004
AR,BF,3169.189
AR,BG,122071.30067580001
AR,BH,5316.465999999999
AR,BI,3457.844074
AR,BJ,2282.345
AR,BM,363.83354
AR,BN,20249.9297669
AR,BO,689650.1679873
AR,BR,9336996.2884239
AR,BS,12182.485999999999
AR,BY,80352.3389215
AR,BZ,902.2182836
AR,CA,1338600.5199286002
AR,CF,650.303
AR,CG,16459.6448394
AR,CH,1248772.3814049
AR,CI,41997.164000000004
AR,CL,2751398.8067762
AR,CM,47114.065375
AR,CN,4381192.348881301
AR,CO,568189.5558234
AR,CR,112254.566
AR,CU,195793.41999999998
AR,CV,5700.768322
AR,CY,27345.708772700003
AR,CZ,86593.1845466
AR,DE,1117007.5071184
AR,DJ,433.193
AR,DK,228349.9950317
AR,DM,166.523
AR,DO,98910.8748446
AR,DZ,1488265.5928647001
AR,EC,406694.6477506
AR,EE,4500.8148279
AR,EG,1287569.1135827
AR,ES,1546979.0155042
AR,ET,1979.1030000000003
AR,FI,111674.34779290001
AR,FJ,576.262591
AR,FR,370277.5030924
AR,GA,7899.11
AR,GB,861153.3521814
AR,GD,320.30899999999997
AR,GE,5170.0341002
AR,GH,45568.171663500005
AR,GI,59.358
AR,GM,4202.157999999999
AR,GN,786.509
AR,GQ,2096.937
AR,GR,146459.07310789998
AR,GT,147154.704
AR,GY,4607.298153000001
AR,HK,270660.1338752
AR,HN,73030.1881072
AR,HR,1255.515113
AR,HT,16420.28
AR,HU,14962.300770900001
AR,ID,1092952.1477174999
AR,IE,318606.492431
AR,IL,188088.87842
AR,IN,2154634.1413714
AR,IQ,194542.64800000002
AR,IS,3713.0199318
AR,IT,1082977.2677198
AR,JM,7013.8295881
AR,JO,251438.00643
AR,JP,656309.4088692
AR,KE,86142.29026929999
AR,KG,624.01089
AR,KH,14818.916
AR,KM,2285.213
AR,KN,164.353565
AR,KR,524233.526885
AR,KW,68188.248823
AR,KZ,27551.811499400003
AR,LA,228.78
AR,LB,102635.81899999999
AR,LC,8545.055
AR,LK,8075.3635694
AR,LR,1125.9940000000001
AR,LT,47310.4446003
AR,LV,21467.2683297
AR,LY,31363.569
AR,MA,509033.70499999996
AR,MD,5853.3305304000005
AR,MG,17548.5743449
AR,MH,54.99
AR,MK,15153.015059199999
AR,ML,15589.074087800002
AR,MM,8811.3649819
AR,MN,1947.921
AR,MR,5698.2777936
AR,MT,157138.855
AR,MU,51391.3835617
AR,MV,496.914
AR,MW,2773.324
AR,MX,686451.6425298
AR,MY,1024050.1059219
AR,MZ,81908.1144716
AR,NE,3106.3390000000004
AR,NG,145958.8115138
AR,NI,80181.82822849999
AR,NL,1317215.9480078
AR,NO,22189.8465042
AR,NP,120604.51426810001
AR,NZ,180882.2419282
AR,OM,80202.97351720001
AR,PA,120898.754
AR,PE,1101322.5379203
AR,PG,415.46
AR,PH,270999.6768753
AR,PK,170546.215
AR,PL,596005.5094458
AR,PT,102299.6179679
AR,PY,1188308.2403217999
AR,QA,19591.791
AR,RO,86127.9445352
AR,RU,546241.0709963
AR,RW,7239.155
AR,SA,706614.21
AR,SB,252.697445
AR,SC,213.3493166
AR,SE,59569.3867247
AR,SG,47238.1284982
AR,SI,53396.27466460001
AR,SK,36563.4179247
AR,SL,933.0702
AR,SN,96170.8653775
AR,SO,320.22
AR,SR,4984.0583185000005
AR,ST,268.7930904
AR,SV,41416.1644526
AR,SY,66371.446
AR,TG,741.5027017
AR,TH,526219.795
AR,TM,101.815
AR,TN,146178.0328748
AR,TR,505869.72970779997
AR,TT,11137.626
AR,TW,106477.24100000001
AR,TZ,21890.8172603
AR,UA,54217.9114342
AR,UG,35491.5888589
AR,US,4590604.2416922
AR,UY,1176888.2462515
AR,UZ,213.476
AR,VC,357.2555412
AR,VN,2271588.983
AR,YE,159853.399
AR,ZA,545653.7524108
AR,ZM,2070.6446586
AR,ZW,28.846
AS,AU,8703.8577275
AS,BE,89.87508
AS,BI,1.401
AS,BN,17.875
AS,BO,11.934
AS,CA,194.470165
AS,CM,123.377
AS,CO,962.9945712
AS,CZ,13.261
AS,DE,6.316000000000001
AS,DK,4.801
AS,EC,152.947
AS,EE,3.291
AS,ES,23.534
AS,FJ,39.257436
AS,FR,73.6481711
AS,GB,93.48712569999999
AS,GH,3606.383
AS,HK,92.048
AS,HU,34.28
AS,ID,6370.285637
AS,IE,2.715
AS,IL,186.0
AS,IN,332.17406800000003
AS,IT,7.188
AS,JP,1619.4437
AS,KE,50.68473
AS,KR,766.330725
AS,KW,3182.215
AS,LK,187.147314
AS,MD,10.862
AS,MM,265.0066
AS,MR,17.588737
AS,MY,13.091000000000001
AS,MZ,307.571394
AS,NG,619.52914
AS,NI,14.611
AS,NL,260.885
AS,NZ,837.1414895
AS,PE,2.719
AS,PH,217.360966
AS,PL,12.0330634
AS,PT,2231.8801
AS,RU,2.8209999999999997
AS,SB,66.447738
AS,SG,175.166
AS,SI,9.623
AS,SK,136.7970373
AS,SL,176.86464
AS,TR,6.994
AS,TZ,15.78377
AS,UA,12.547
AS,UY,3.537
AS,WS,627.1108913
AS,ZA,66.535
AT,AD,6870.883
AT,AE,669845.511
AT,AF,9614.435
AT,AG,1512.1407371999999
AT,AI,42.214999999999996
AT,AL,43261.169683
AT,AM,22307.3102953
AT,AO,47057.542
AT,AR,211021.9469704
AT,AU,1175037.3935075
AT,AW,601.269
AT,AZ,88281.8829348
AT,BA,363014.6123844
AT,BB,1587.4136199
AT,BD,49725.58
AT,BE,2336879.232133
AT,BF,2299.557
AT,BG,763272.4569828
AT,BH,38443.308
AT,BI,240.85058
AT,BJ,13598.347000000002
AT,BM,1560.3680559
AT,BN,1198.979951
AT,BO,109025.5246792
AT,BR,886484.2906936
AT,BS,6025.178
AT,BT,3238.591
AT,BY,172679.9351585
AT,BZ,3404.3987257999997
AT,CA,1409177.898445
AT,CF,501.203
AT,CG,1827.3100692
AT,CH,7700105.1380762
AT,CI,21491.39
AT,CK,55.943
AT,CL,297349.3008495
AT,CM,9848.4974456
AT,CN,4748254.7613737
AT,CO,178251.8392587
AT,CR,19394.698
AT,CU,14426.443
AT,CV,285.412842
AT,CY,57057.7879998
AT,CZ,5217572.8462517
AT,DE,42656745.5528459
AT,DJ,669.193
AT,DK,767480.2546696
AT,DM,598.3520000000001
AT,DO,20621.063702
AT,DZ,354716.091075
AT,EC,57393.0680853
AT,EE,141589.9632399
AT,EG,328517.0928835
AT,ER,3366.624
AT,ES,2435828.7587475
AT,ET,16756.859
AT,FI,647888.8949451
AT,FJ,2554.2343592
AT,FK,5.228
AT,FR,5617843.8423046
AT,GA,2110.224
AT,GB,4383617.0894695
AT,GD,46.41
AT,GE,65098.1394188
AT,GH,19316.5231672
AT,GI,1088.373
AT,GL,274.784
AT,GM,615.669
AT,GN,7285.393
AT,GQ,336.325
AT,GR,529048.2415501
AT,GT,19351.0
AT,GU,69.742
AT,GW,3849.9449999999997
AT,GY,879.5460101
AT,HK,484895.9809069
AT,HN,12447.6601056
AT,HR,901634.7054195
AT,HT,956.805
AT,HU,5643068.1800324
AT,ID,316764.9202357
AT,IE,352596.3242803
AT,IL,473867.089778
AT,IN,886743.7727787
AT,IQ,93587.522
AT,IS,40067.6175476
AT,IT,10155569.6178823
AT,JM,7251.2525255
AT,JO,83901.8469357
AT,JP,1628786.2104512
AT,KE,25644.5446587
AT,KG,9485.0761289
AT,KH,2325.66
AT,KM,6.199
AT,KN,74.316138
AT,KP,12.537
AT,KR,1614649.3021086
AT,KW,180412.8617181
AT,KY,1114.481
AT,KZ,169292.5644467
AT,LA,54354.731999999996
AT,LB,58242.918
AT,LC,157.607
AT,LK,68461.9447453
AT,LR,2386.745
AT,LT,346470.0259928
AT,LV,142015.174974
AT,LY,26153.767
AT,MA,136002.157
AT,MD,89077.8966318
AT,MG,2810.7550154
AT,MH,405.332
AT,MK,139312.6715757
AT,ML,103115.4352795
AT,MM,21005.4632272
AT,MN,11993.922
AT,MO,2537.439
AT,MP,229.487
AT,MR,18672.682467900002
AT,MS,9.603
AT,MT,50253.528
AT,MU,11158.3845571
AT,MV,6181.665
AT,MW,11786.059000000001
AT,MX,1355339.2998315
AT,MY,588953.7210241001
AT,MZ,7668.174575999999
AT,NC,6640.013
AT,NE,436.047
AT,NG,95102.8813378
AT,NI,14624.7176858
AT,NL,2861132.9504759
AT,NO,627471.3705736
AT,NP,7609.9972454
AT,NU,18.239
AT,NZ,160685.39403630001
AT,OM,80527.945751
AT,PA,30046.596999999998
AT,PE,94704.2993353
AT,PF,1058.545
AT,PG,1004.269
AT,PH,227987.6906725
AT,PK,113715.23700000001
AT,PL,3887270.3822764
AT,PT,443617.0054835
AT,PW,9.18
AT,PY,19031.468075599998
AT,QA,114614.295
AT,RO,2659217.9026545
AT,RU,2306397.5477204
AT,RW,431.336
AT,SA,400085.931
AT,SB,22.2933605
AT,SC,1827.4226967
AT,SE,1858366.9502908
AT,SG,620095.3889081
AT,SI,2381817.1162171
AT,SK,2811615.5469493
AT,SL,843.683
AT,SM,9576.503
AT,SN,41113.1044803
AT,SO,873.038
AT,SR,1594.7384262
AT,ST,29.97
AT,SV,15619.6922381
AT,SY,7803.258
AT,TC,78.55199999999999
AT,TD,1749.582
AT,TG,2435.4025234
AT,TH,260782.897
AT,TJ,10513.003
AT,TK,26.158
AT,TM,28509.457
AT,TN,107978.3754167
AT,TR,1493152.0853567
AT,TT,6887.045
AT,TV,52.851
AT,TW,381870.301
AT,TZ,13942.661536
AT,UA,531482.1436259
AT,UG,6845.5256408000005
AT,US,10547747.8966805
AT,UY,24346.482049899998
AT,UZ,43463.527
AT,VC,284.8027583
AT,VG,1429.572
AT,VN,254163.115
AT,VU,133.493
AT,WF,9.78
AT,WS,355.183
AT,YE,7015.076
AT,ZA,514818.7368749
AT,ZM,6696.9086026
AT,ZW,3397.649
AU,AE,1263500.054
AU,AF,536.5
AU,AG,1422.4226888
AU,AL,3128.951
AU,AM,4995.0237191999995
AU,AO,5474.039
AU,AR,258237.2544649
AU,AS,7297.4169999999995
AU,AT,126887.8814603
AU,AZ,6067.3815799
AU,BA,1551.5945979
AU,BB,2797.6183083
AU,BD,908874.962
AU,BE,1040737.7118214
AU,BF,9676.176
AU,BG,17635.5525902
AU,BH,120731.50499999999
AU,BI,264.3730799
AU,BJ,711.063
AU,BM,825.9041986
AU,BN,43078.1070748
AU,BO,6111.2894282
AU,BR,1342405.6538918999
AU,BS,5213.924
AU,BT,250.32
AU,BY,4693.7556079
AU,BZ,213.0756897
AU,CA,1394648.218372
AU,CC,4625.027
AU,CF,260.18600000000004
AU,CG,1019.1636166
