user_loc,fr_loc,scaled_sci
Chile,Brazil,2247
Chile,Bahamas,7030
Chile,Bhutan,187
Chile,Botswana,410
Chile,Belarus,614
Chile,Belize,1476
Chile,Canada,2215
Chile,"Congo, The Democratic Republic of the",578
Chile,Central African Republic,483
Chile,Congo,868
Chile,Switzerland,3657
Chile,Côte d'Ivoire,546
Chile,Chile,2269158
Chile,Cameroon,562
Chile,Colombia,28678
Chile,Costa Rica,7533
Chile,Cabo Verde,578
Chile,Curaçao,14600
Chile,Cyprus,719
Chile,Czechia,490
Chile,Germany,1779
Chile,Djibouti,204
Chile,Denmark,1371
Chile,Dominican Republic,25506
Chile,Algeria,508
Chile,Ecuador,18187
Chile,Estonia,627
Chile,Egypt,361
Chile,Spain,10860
Chile,Ethiopia,150
Chile,Finland,947
Chile,Fiji,218
Chile,"Micronesia, Federated States of",97
Chile,France,1493
Chile,Gabon,563
Chile,United Kingdom,902
Chile,Grenada,1371
Chile,Georgia,265
Chile,French Guiana,35541
Chile,Ghana,591
Chile,Gambia,986
Chile,Guinea,444
Chile,Guadeloupe,15349
Chile,Equatorial Guinea,1888
Chile,Greece,788
Chile,Guatemala,2863
Chile,Guam,349
Chile,Guinea-Bissau,499
Chile,Guyana,3187
Chile,Hong Kong,391
Chile,Honduras,3412
Chile,Croatia,964
Chile,Haiti,118807
Chile,Hungary,488
Chile,Indonesia,169
Chile,Ireland,1771
Chile,Isle of Man,600
Chile,India,95
Chile,Iceland,1877
Chile,Italy,2023
Chile,Jersey,1071
Chile,Jamaica,1850
Chile,Jordan,359
Chile,Japan,494
Chile,Kenya,461
Chile,Kyrgyzstan,104
Chile,Cambodia,83
Chile,Kiribati,203
Chile,Comoros,133
Chile,"Korea, Republic of",369
Chile,Kuwait,319
Chile,Cayman Islands,2514
Chile,Kazakhstan,186
Chile,Lao People's Democratic Republic,77
Chile,Lebanon,761
Chile,Saint Lucia,1671
Chile,Sri Lanka,223
Chile,Liberia,1195
Chile,Lesotho,193
Chile,Lithuania,401
Chile,Luxembourg,2008
Chile,Latvia,454
Chile,Libya,212
Chile,Morocco,975
Chile,"Moldova, Republic of",222
Chile,Montenegro,894
Chile,Madagascar,419
Chile,North Macedonia,457
Chile,Mali,405
Chile,Myanmar,63
Chile,Mongolia,154
Chile,Macao,399
Chile,Martinique,7813
Chile,Mauritania,308
Chile,Malta,2619
Chile,Mauritius,441
Chile,Maldives,385
Chile,Malawi,150
Chile,Mexico,4182
Chile,Malaysia,195
Chile,Mozambique,571
Chile,New Caledonia,721
Chile,Niger,275
Chile,Nigeria,350
Chile,Nicaragua,3716
Chile,Netherlands,1341
Chile,Norway,2026
Chile,Nepal,161
Chile,New Zealand,4472
Chile,Oman,290
Chile,Panama,14121
Chile,Peru,28517
Chile,French Polynesia,4054
Chile,Papua New Guinea,143
Chile,Philippines,365
Chile,Pakistan,313
Chile,Poland,293
Chile,Puerto Rico,4605
Chile,Portugal,2443
Chile,Paraguay,16426
Chile,Qatar,468
Chile,Réunion,373
Chile,Romania,439
Chile,Serbia,750
Chile,Rwanda,295
Chile,Saudi Arabia,294
Chile,Solomon Islands,183
Chile,Seychelles,1172
Chile,Sweden,3325
Chile,Singapore,442
Chile,Slovenia,753
Chile,Slovakia,340
Chile,Sierra Leone,954
Chile,Senegal,457
Chile,Suriname,3843
Chile,Sao Tome and Principe,690
Chile,El Salvador,3650
Chile,Eswatini,272
Chile,Chad,224
Chile,Togo,694
Chile,Thailand,120
Chile,Tajikistan,138
Chile,Timor-Leste,217
Chile,Tunisia,675
Chile,Tonga,394
Chile,Türkiye,313
Chile,Trinidad and Tobago,5483
Chile,"Taiwan, Province of China",236
Chile,"Tanzania, United Republic of",345
Chile,Ukraine,354
Chile,Uganda,571
Chile,United States,2311
Chile,Uruguay,15217
Chile,Uzbekistan,113
Chile,Saint Vincent and the Grenadines,906
Chile,Viet Nam,149
Chile,Vanuatu,139
Chile,Samoa,202
Chile,Kosovo,291
Chile,Mayotte,203
Chile,South Africa,241
Chile,Zambia,543
Chile,Zimbabwe,205
Cameroon,United Arab Emirates,47317
Cameroon,Antigua and Barbuda,4742
Cameroon,Albania,809
Cameroon,Armenia,341
Cameroon,Angola,19607
Cameroon,Argentina,673
Cameroon,Austria,1447
Cameroon,Australia,556
Cameroon,Aruba,1252
Cameroon,Azerbaijan,1956
Cameroon,Bosnia and Herzegovina,539
Cameroon,Barbados,2190
Cameroon,Bangladesh,1005
Cameroon,Belgium,22728
Cameroon,Burkina Faso,71321
Cameroon,Bulgaria,552
Cameroon,Bahrain,30944
Cameroon,Burundi,38363
Cameroon,Benin,108544
Cameroon,Brunei Darussalam,517
Cameroon,"Bolivia, Plurinational State of",565
Cameroon,Brazil,1287
Cameroon,Bahamas,3898
Cameroon,Bhutan,453
Cameroon,Botswana,18911
Cameroon,Belarus,4009
Cameroon,Belize,1524
Cameroon,Canada,8499
Cameroon,"Congo, The Democratic Republic of the",103772
Cameroon,Central African Republic,1520761
Cameroon,Congo,287145
Cameroon,Switzerland,9681
Cameroon,Côte d'Ivoire,86665
Cameroon,Chile,562
Cameroon,Cameroon,12186568
Cameroon,Colombia,851
Cameroon,Costa Rica,937
Cameroon,Cabo Verde,5019
Cameroon,Curaçao,1396
Cameroon,Cyprus,78182
Cameroon,Czechia,417
Cameroon,Germany,7559
Cameroon,Djibouti,21299
Cameroon,Denmark,1665
Cameroon,Dominican Republic,4004
Cameroon,Algeria,4132
Cameroon,Ecuador,658
Cameroon,Estonia,2080
Cameroon,Egypt,1725
Cameroon,Spain,2381
Cameroon,Ethiopia,2535
Cameroon,Finland,3181
Cameroon,Fiji,1017
Cameroon,"Micronesia, Federated States of",924
Cameroon,France,20212
Cameroon,Gabon,490303
Cameroon,United Kingdom,2716
Cameroon,Grenada,4394
Cameroon,Georgia,761
Cameroon,French Guiana,11448
Cameroon,Ghana,18632
Cameroon,Gambia,19426
Cameroon,Guinea,90823
Cameroon,Guadeloupe,8318
Cameroon,Equatorial Guinea,931940
Cameroon,Greece,3564
Cameroon,Guatemala,482
Cameroon,Guam,586
Cameroon,Guinea-Bissau,15455
Cameroon,Guyana,3851
Cameroon,Hong Kong,386
Cameroon,Honduras,894
Cameroon,Croatia,513
Cameroon,Haiti,21473
Cameroon,Hungary,508
Cameroon,Indonesia,407
Cameroon,Ireland,2382
Cameroon,Isle of Man,1109
Cameroon,India,687
Cameroon,Iceland,895
Cameroon,Italy,3685
Cameroon,Jersey,452
Cameroon,Jamaica,6820
Cameroon,Jordan,916
Cameroon,Japan,639
Cameroon,Kenya,21822
Cameroon,Kyrgyzstan,509
Cameroon,Cambodia,373
Cameroon,Kiribati,862
Cameroon,Comoros,18105
Cameroon,"Korea, Republic of",737
Cameroon,Kuwait,7361
Cameroon,Cayman Islands,1807
Cameroon,Kazakhstan,920
Cameroon,Lao People's Democratic Republic,357
Cameroon,Lebanon,5454
Cameroon,Saint Lucia,4144
Cameroon,Sri Lanka,932
Cameroon,Liberia,47842
Cameroon,Lesotho,9504
Cameroon,Lithuania,1575
Cameroon,Luxembourg,21155
Cameroon,Latvia,1852
Cameroon,Libya,12027
Cameroon,Morocco,7323
Cameroon,"Moldova, Republic of",586
Cameroon,Montenegro,886
Cameroon,Madagascar,27103
Cameroon,North Macedonia,726
Cameroon,Mali,68890
Cameroon,Myanmar,215
Cameroon,Mongolia,276
Cameroon,Macao,236
Cameroon,Martinique,6699
Cameroon,Mauritania,26178
Cameroon,Malta,4420
Cameroon,Mauritius,6439
Cameroon,Maldives,1045
Cameroon,Malawi,11011
Cameroon,Mexico,510
Cameroon,Malaysia,403
Cameroon,Mozambique,21521
Cameroon,New Caledonia,1784
Cameroon,Niger,178908
Cameroon,Nigeria,25289
Cameroon,Nicaragua,1139
Cameroon,Netherlands,1428
Cameroon,Norway,1401
Cameroon,Nepal,451
Cameroon,New Zealand,397
Cameroon,Oman,2530
Cameroon,Panama,824
Cameroon,Peru,452
Cameroon,French Polynesia,1903
Cameroon,Papua New Guinea,3383
Cameroon,Philippines,1024
Cameroon,Pakistan,1582
Cameroon,Poland,412
Cameroon,Puerto Rico,505
Cameroon,Portugal,1479
Cameroon,Paraguay,1475
Cameroon,Qatar,4343
Cameroon,Réunion,4867
Cameroon,Romania,1557
Cameroon,Serbia,859
Cameroon,Rwanda,27455
Cameroon,Saudi Arabia,2266
Cameroon,Solomon Islands,2035
Cameroon,Seychelles,16935
Cameroon,Sweden,2850
Cameroon,Singapore,301
Cameroon,Slovenia,570
Cameroon,Slovakia,395
Cameroon,Sierra Leone,27687
Cameroon,Senegal,47201
Cameroon,Suriname,5124
Cameroon,Sao Tome and Principe,23353
Cameroon,El Salvador,506
Cameroon,Eswatini,12805
Cameroon,Chad,1182988
Cameroon,Togo,139709
Cameroon,Thailand,324
Cameroon,Tajikistan,1802
Cameroon,Timor-Leste,605
Cameroon,Tunisia,10561
Cameroon,Tonga,1081
Cameroon,Türkiye,2445
Cameroon,Trinidad and Tobago,2920
Cameroon,"Taiwan, Province of China",126
Cameroon,"Tanzania, United Republic of",21455
Cameroon,Ukraine,1346
Cameroon,Uganda,26402
Cameroon,United States,3308
Cameroon,Uruguay,672
Cameroon,Uzbekistan,955
Cameroon,Saint Vincent and the Grenadines,4290
Cameroon,Viet Nam,381
Cameroon,Vanuatu,1042
Cameroon,Samoa,1242
Cameroon,Kosovo,672
Cameroon,Mayotte,14267
Cameroon,South Africa,8068
Cameroon,Zambia,28325
Cameroon,Zimbabwe,6216
Colombia,United Arab Emirates,1321
Colombia,Antigua and Barbuda,1440
Colombia,Albania,467
Colombia,Armenia,172
Colombia,Angola,1878
Colombia,Argentina,8548
Colombia,Austria,932
Colombia,Australia,2728
Colombia,Aruba,104816
Colombia,Azerbaijan,269
Colombia,Bosnia and Herzegovina,277
Colombia,Barbados,984
Colombia,Bangladesh,340
Colombia,Belgium,1174
Colombia,Burkina Faso,679
Colombia,Bulgaria,420
Colombia,Bahrain,854
Colombia,Burundi,486
Colombia,Benin,2252
Colombia,Brunei Darussalam,258
Colombia,"Bolivia, Plurinational State of",9033
Colombia,Brazil,2689
Colombia,Bahamas,2588
Colombia,Bhutan,233
Colombia,Botswana,377
Colombia,Belarus,425
Colombia,Belize,4018
Colombia,Canada,2754
Colombia,"Congo, The Democratic Republic of the",694
Colombia,Central African Republic,742
Colombia,Congo,929
Colombia,Switzerland,3150
Colombia,Côte d'Ivoire,967
Colombia,Chile,28678
Colombia,Cameroon,851
Colombia,Colombia,1473977
Colombia,Costa Rica,14315
Colombia,Cabo Verde,1050
Colombia,Curaçao,48296
Colombia,Cyprus,726
Colombia,Czechia,322
Colombia,Germany,1202
Colombia,Djibouti,459
Colombia,Denmark,542
Colombia,Dominican Republic,17026
Colombia,Algeria,1233
Colombia,Ecuador,35776
Colombia,Estonia,359
Colombia,Egypt,950
Colombia,Spain,19287
Colombia,Ethiopia,305
Colombia,Finland,422
Colombia,Fiji,283
Colombia,"Micronesia, Federated States of",164
Colombia,France,1228
Colombia,Gabon,719
Colombia,United Kingdom,820
Colombia,Grenada,2424
Colombia,Georgia,260
Colombia,French Guiana,3806
Colombia,Ghana,1175
Colombia,Gambia,1944
Colombia,Guinea,701
Colombia,Guadeloupe,1259
Colombia,Equatorial Guinea,4308
Colombia,Greece,537
Colombia,Guatemala,9098
Colombia,Guam,323
Colombia,Guinea-Bissau,1078
Colombia,Guyana,5694
Colombia,Hong Kong,273
Colombia,Honduras,12352
Colombia,Croatia,439
Colombia,Haiti,3988
Colombia,Hungary,358
Colombia,Indonesia,251
Colombia,Ireland,581
Colombia,Isle of Man,402
Colombia,India,208
Colombia,Iceland,1381
Colombia,Italy,1700
Colombia,Jersey,1055
Colombia,Jamaica,1561
Colombia,Jordan,520
Colombia,Japan,267
Colombia,Kenya,636
Colombia,Kyrgyzstan,118
Colombia,Cambodia,190
Colombia,Kiribati,299
Colombia,Comoros,294
Colombia,"Korea, Republic of",288
Colombia,Kuwait,637
Colombia,Cayman Islands,9770
Colombia,Kazakhstan,278
Colombia,Lao People's Democratic Republic,142
Colombia,Lebanon,1139
Colombia,Saint Lucia,1130
Colombia,Sri Lanka,536
Colombia,Liberia,1422
Colombia,Lesotho,250
Colombia,Lithuania,264
Colombia,Luxembourg,1672
Colombia,Latvia,310
Colombia,Libya,476
Colombia,Morocco,3389
Colombia,"Moldova, Republic of",201
Colombia,Montenegro,520
Colombia,Madagascar,867
Colombia,North Macedonia,435
Colombia,Mali,760
Colombia,Myanmar,111
Colombia,Mongolia,169
Colombia,Macao,299
Colombia,Martinique,810
Colombia,Mauritania,708
Colombia,Malta,6892
Colombia,Mauritius,507
Colombia,Maldives,527
Colombia,Malawi,295
Colombia,Mexico,8559
Colombia,Malaysia,212
Colombia,Mozambique,1316
Colombia,New Caledonia,275
Colombia,Niger,590
Colombia,Nigeria,705
Colombia,Nicaragua,14884
Colombia,Netherlands,1246
Colombia,Norway,702
Colombia,Nepal,164
Colombia,New Zealand,1209
Colombia,Oman,557
Colombia,Panama,46687
Colombia,Peru,20436
Colombia,French Polynesia,391
Colombia,Papua New Guinea,372
Colombia,Philippines,861
Colombia,Pakistan,689
Colombia,Poland,225
Colombia,Puerto Rico,7050
Colombia,Portugal,1737
Colombia,Paraguay,12405
Colombia,Qatar,727
Colombia,Réunion,289
Colombia,Romania,473
Colombia,Serbia,445
Colombia,Rwanda,614
Colombia,Saudi Arabia,633
Colombia,Solomon Islands,354
Colombia,Seychelles,452
Colombia,Sweden,962
Colombia,Singapore,312
Colombia,Slovenia,437
Colombia,Slovakia,274
Colombia,Sierra Leone,1577
Colombia,Senegal,708
Colombia,Suriname,2371
Colombia,Sao Tome and Principe,1702
Colombia,El Salvador,9242
Colombia,Eswatini,340
Colombia,Chad,440
Colombia,Togo,1089
Colombia,Thailand,125
Colombia,Tajikistan,293
Colombia,Timor-Leste,534
Colombia,Tunisia,1617
Colombia,Tonga,295
Colombia,Türkiye,395
Colombia,Trinidad and Tobago,9729
Colombia,"Taiwan, Province of China",155
Colombia,"Tanzania, United Republic of",531
Colombia,Ukraine,301
Colombia,Uganda,893
Colombia,United States,3629
Colombia,Uruguay,6918
Colombia,Uzbekistan,187
Colombia,Saint Vincent and the Grenadines,957
Colombia,Viet Nam,222
Colombia,Vanuatu,154
Colombia,Samoa,285
Colombia,Kosovo,332
Colombia,Mayotte,249
Colombia,South Africa,313
Colombia,Zambia,629
Colombia,Zimbabwe,251
Costa Rica,United Arab Emirates,1198
Costa Rica,Antigua and Barbuda,3634
Costa Rica,Albania,607
Costa Rica,Armenia,245
Costa Rica,Angola,1302
Costa Rica,Argentina,7421
Costa Rica,Austria,2275
Costa Rica,Australia,1216
Costa Rica,Aruba,23095
Costa Rica,Azerbaijan,255
Costa Rica,Bosnia and Herzegovina,437
Costa Rica,Barbados,2308
Costa Rica,Bangladesh,314
Costa Rica,Belgium,1821
Costa Rica,Burkina Faso,573
Costa Rica,Bulgaria,678
Costa Rica,Bahrain,803
Costa Rica,Burundi,406
Costa Rica,Benin,2921
Costa Rica,Brunei Darussalam,499
Costa Rica,"Bolivia, Plurinational State of",6700
Costa Rica,Brazil,1994
Costa Rica,Bahamas,5588
Costa Rica,Bhutan,294
Costa Rica,Botswana,344
Costa Rica,Belarus,709
Costa Rica,Belize,18862
Costa Rica,Canada,4816
Costa Rica,"Congo, The Democratic Republic of the",570
Costa Rica,Central African Republic,531
Costa Rica,Congo,852
Costa Rica,Switzerland,6304
Costa Rica,Côte d'Ivoire,1087
Costa Rica,Chile,7533
Costa Rica,Cameroon,937
Costa Rica,Colombia,14315
Costa Rica,Costa Rica,18500616
Costa Rica,Cabo Verde,1084
Costa Rica,Curaçao,18566
Costa Rica,Cyprus,1087
Costa Rica,Czechia,965
Costa Rica,Germany,2226
Costa Rica,Djibouti,386
Costa Rica,Denmark,1649
Costa Rica,Dominican Republic,16974
Costa Rica,Algeria,1009
Costa Rica,Ecuador,10940
Costa Rica,Estonia,1160
Costa Rica,Egypt,824
Costa Rica,Spain,10806
Costa Rica,Ethiopia,308
Costa Rica,Finland,1110
Costa Rica,Fiji,452
Costa Rica,"Micronesia, Federated States of",304
Costa Rica,France,1369
Costa Rica,Gabon,700
Costa Rica,United Kingdom,1199
Costa Rica,Grenada,2138
Costa Rica,Georgia,352
Costa Rica,French Guiana,2163
Costa Rica,Ghana,1537
Costa Rica,Gambia,2917
Costa Rica,Guinea,599
Costa Rica,Guadeloupe,2088
Costa Rica,Equatorial Guinea,2997
Costa Rica,Greece,959
Costa Rica,Guatemala,24883
Costa Rica,Guam,993
Costa Rica,Guinea-Bissau,1710
Costa Rica,Guyana,1974
Costa Rica,Hong Kong,604
Costa Rica,Honduras,40414
Costa Rica,Croatia,788
Costa Rica,Haiti,2810
Costa Rica,Hungary,826
Costa Rica,Indonesia,293
Costa Rica,Ireland,2091
Costa Rica,Isle of Man,3255
Costa Rica,India,234
Costa Rica,Iceland,3330
Costa Rica,Italy,2392
Costa Rica,Jersey,1754
Costa Rica,Jamaica,5776
Costa Rica,Jordan,537
Costa Rica,Japan,563
Costa Rica,Kenya,739
Costa Rica,Kyrgyzstan,140
Costa Rica,Cambodia,201
Costa Rica,Kiribati,351
Costa Rica,Comoros,243
Costa Rica,"Korea, Republic of",466
Costa Rica,Kuwait,792
Costa Rica,Cayman Islands,48981
Costa Rica,Kazakhstan,381
Costa Rica,Lao People's Democratic Republic,175
Costa Rica,Lebanon,1108
Costa Rica,Saint Lucia,2401
Costa Rica,Sri Lanka,1054
Costa Rica,Liberia,1512
Costa Rica,Lesotho,204
Costa Rica,Lithuania,689
Costa Rica,Luxembourg,2631
Costa Rica,Latvia,699
Costa Rica,Libya,336
Costa Rica,Morocco,2157
Costa Rica,"Moldova, Republic of",251
Costa Rica,Montenegro,759
Costa Rica,Madagascar,1059
Costa Rica,North Macedonia,824
Costa Rica,Mali,602
Costa Rica,Myanmar,109
Costa Rica,Mongolia,195
Costa Rica,Macao,1349
Costa Rica,Martinique,1120
Costa Rica,Mauritania,516
Costa Rica,Malta,3074
Costa Rica,Mauritius,838
Costa Rica,Maldives,1071
Costa Rica,Malawi,401
Costa Rica,Mexico,9368
Costa Rica,Malaysia,365
Costa Rica,Mozambique,988
Costa Rica,New Caledonia,765
Costa Rica,Niger,501
Costa Rica,Nigeria,959
Costa Rica,Nicaragua,825540
Costa Rica,Netherlands,2433
Costa Rica,Norway,1687
Costa Rica,Nepal,203
Costa Rica,New Zealand,1289
Costa Rica,Oman,626
Costa Rica,Panama,120203
Costa Rica,Peru,8112
Costa Rica,French Polynesia,1074
Costa Rica,Papua New Guinea,365
Costa Rica,Philippines,918
Costa Rica,Pakistan,672
Costa Rica,Poland,443
Costa Rica,Puerto Rico,11483
Costa Rica,Portugal,2130
Costa Rica,Paraguay,11881
Costa Rica,Qatar,1306
Costa Rica,Réunion,586
Costa Rica,Romania,743
Costa Rica,Serbia,795
Costa Rica,Rwanda,644
Costa Rica,Saudi Arabia,587
Costa Rica,Solomon Islands,341
Costa Rica,Seychelles,942
Costa Rica,Sweden,1749
Costa Rica,Singapore,668
Costa Rica,Slovenia,869
Costa Rica,Slovakia,561
Costa Rica,Sierra Leone,1558
Costa Rica,Senegal,938
Costa Rica,Suriname,1680
Costa Rica,Sao Tome and Principe,1260
Costa Rica,El Salvador,40581
Costa Rica,Eswatini,772
Costa Rica,Chad,345
Costa Rica,Togo,1152
Costa Rica,Thailand,181
Costa Rica,Tajikistan,261
Costa Rica,Timor-Leste,560
Costa Rica,Tunisia,1448
Costa Rica,Tonga,400
Costa Rica,Türkiye,406
Costa Rica,Trinidad and Tobago,3250
Costa Rica,"Taiwan, Province of China",395
Costa Rica,"Tanzania, United Republic of",540
Costa Rica,Ukraine,446
Costa Rica,Uganda,1106
Costa Rica,United States,7802
Costa Rica,Uruguay,7336
Costa Rica,Uzbekistan,174
Costa Rica,Saint Vincent and the Grenadines,2083
Costa Rica,Viet Nam,381
Costa Rica,Vanuatu,227
Costa Rica,Samoa,293
Costa Rica,Kosovo,484
Costa Rica,Mayotte,263
Costa Rica,South Africa,355
Costa Rica,Zambia,657
Costa Rica,Zimbabwe,435
Cabo Verde,United Arab Emirates,1508
Cabo Verde,Antigua and Barbuda,7695
Cabo Verde,Albania,733
Cabo Verde,Armenia,202
Cabo Verde,Angola,317664
Cabo Verde,Argentina,1027
Cabo Verde,Austria,3928
Cabo Verde,Australia,714
Cabo Verde,Aruba,2168
Cabo Verde,Azerbaijan,591
Cabo Verde,Bosnia and Herzegovina,401
Cabo Verde,Barbados,2914
Cabo Verde,Bangladesh,305
Cabo Verde,Belgium,24337
Cabo Verde,Burkina Faso,4568
Cabo Verde,Bulgaria,791
Cabo Verde,Bahrain,652
Cabo Verde,Burundi,2166
Cabo Verde,Benin,9361
Cabo Verde,Brunei Darussalam,203
Cabo Verde,"Bolivia, Plurinational State of",3666
Cabo Verde,Brazil,14671
Cabo Verde,Bahamas,3200
Cabo Verde,Bhutan,213
Cabo Verde,Botswana,41466
Cabo Verde,Belarus,482
Cabo Verde,Belize,2355
Cabo Verde,Canada,1321
Cabo Verde,"Congo, The Democratic Republic of the",3943
Cabo Verde,Central African Republic,9901
Cabo Verde,Congo,18547
Cabo Verde,Switzerland,100422
Cabo Verde,Côte d'Ivoire,7047
Cabo Verde,Chile,578
Cabo Verde,Cameroon,5019
Cabo Verde,Colombia,1050
Cabo Verde,Costa Rica,1084
Cabo Verde,Cabo Verde,314863868
Cabo Verde,Curaçao,12284
Cabo Verde,Cyprus,4349
Cabo Verde,Czechia,1923
Cabo Verde,Germany,4842
Cabo Verde,Djibouti,2166
Cabo Verde,Denmark,2703
Cabo Verde,Dominican Republic,3421
Cabo Verde,Algeria,732
Cabo Verde,Ecuador,1155
Cabo Verde,Estonia,512
Cabo Verde,Egypt,638
Cabo Verde,Spain,26514
Cabo Verde,Ethiopia,816
Cabo Verde,Finland,3413
Cabo Verde,Fiji,1289
Cabo Verde,"Micronesia, Federated States of",959
Cabo Verde,France,117084
Cabo Verde,Gabon,12278
Cabo Verde,United Kingdom,13591
Cabo Verde,Grenada,4888
Cabo Verde,Georgia,453
Cabo Verde,French Guiana,22046
Cabo Verde,Ghana,4813
Cabo Verde,Gambia,67233
Cabo Verde,Guinea,34265
Cabo Verde,Guadeloupe,7413
Cabo Verde,Equatorial Guinea,47028
Cabo Verde,Greece,1088
Cabo Verde,Guatemala,601
Cabo Verde,Guam,641
Cabo Verde,Guinea-Bissau,2548646
Cabo Verde,Guyana,4681
Cabo Verde,Hong Kong,428
Cabo Verde,Honduras,982
Cabo Verde,Croatia,754
Cabo Verde,Haiti,7108
Cabo Verde,Hungary,1449
Cabo Verde,Indonesia,356
Cabo Verde,Ireland,2971
Cabo Verde,Isle of Man,16403
Cabo Verde,India,185
Cabo Verde,Iceland,40722
Cabo Verde,Italy,29844
Cabo Verde,Jersey,15854
Cabo Verde,Jamaica,4861
Cabo Verde,Jordan,330
Cabo Verde,Japan,273
Cabo Verde,Kenya,3942
Cabo Verde,Kyrgyzstan,294
Cabo Verde,Cambodia,155
Cabo Verde,Kiribati,3616
Cabo Verde,Comoros,5578
Cabo Verde,"Korea, Republic of",355
Cabo Verde,Kuwait,675
Cabo Verde,Cayman Islands,1668
Cabo Verde,Kazakhstan,2182
Cabo Verde,Lao People's Democratic Republic,125
Cabo Verde,Lebanon,2114
Cabo Verde,Saint Lucia,3444
Cabo Verde,Sri Lanka,479
Cabo Verde,Liberia,15168
Cabo Verde,Lesotho,1865
Cabo Verde,Lithuania,503
Cabo Verde,Luxembourg,2726455
Cabo Verde,Latvia,411
Cabo Verde,Libya,790
Cabo Verde,Morocco,2746
Cabo Verde,"Moldova, Republic of",270
Cabo Verde,Montenegro,597
Cabo Verde,Madagascar,2611
Cabo Verde,North Macedonia,892
Cabo Verde,Mali,7233
Cabo Verde,Myanmar,66
Cabo Verde,Mongolia,274
Cabo Verde,Macao,40755
Cabo Verde,Martinique,6724
Cabo Verde,Mauritania,6747
Cabo Verde,Malta,4840
Cabo Verde,Mauritius,2221
Cabo Verde,Maldives,3571
Cabo Verde,Malawi,1346
Cabo Verde,Mexico,537
Cabo Verde,Malaysia,192
Cabo Verde,Mozambique,67680
Cabo Verde,New Caledonia,871
Cabo Verde,Niger,6617
Cabo Verde,Nigeria,3787
Cabo Verde,Nicaragua,1370
Cabo Verde,Netherlands,88702
Cabo Verde,Norway,8502
Cabo Verde,Nepal,139
Cabo Verde,New Zealand,490
Cabo Verde,Oman,627
Cabo Verde,Panama,2143
Cabo Verde,Peru,720
Cabo Verde,French Polynesia,2208
Cabo Verde,Papua New Guinea,1122
Cabo Verde,Philippines,498
Cabo Verde,Pakistan,459
Cabo Verde,Poland,588
Cabo Verde,Puerto Rico,1151
Cabo Verde,Portugal,1880065
Cabo Verde,Paraguay,1959
Cabo Verde,Qatar,1851
Cabo Verde,Réunion,1712
Cabo Verde,Romania,787
Cabo Verde,Serbia,1624
Cabo Verde,Rwanda,3290
Cabo Verde,Saudi Arabia,596
Cabo Verde,Solomon Islands,1406
Cabo Verde,Seychelles,6299
Cabo Verde,Sweden,9310
Cabo Verde,Singapore,357
Cabo Verde,Slovenia,2366
Cabo Verde,Slovakia,1304
Cabo Verde,Sierra Leone,31946
Cabo Verde,Senegal,120759
Cabo Verde,Suriname,2988
Cabo Verde,Sao Tome and Principe,9737628
Cabo Verde,El Salvador,714
Cabo Verde,Eswatini,3761
Cabo Verde,Chad,2217
Cabo Verde,Togo,9615
Cabo Verde,Thailand,97
Cabo Verde,Tajikistan,259
Cabo Verde,Timor-Leste,55113
Cabo Verde,Tunisia,1096
Cabo Verde,Tonga,3357
Cabo Verde,Türkiye,530
Cabo Verde,Trinidad and Tobago,2087
Cabo Verde,"Taiwan, Province of China",123
Cabo Verde,"Tanzania, United Republic of",2974
Cabo Verde,Ukraine,323
Cabo Verde,Uganda,4683
Cabo Verde,United States,30562
Cabo Verde,Uruguay,1057
Cabo Verde,Uzbekistan,166
Cabo Verde,Saint Vincent and the Grenadines,3272
Cabo Verde,Viet Nam,3287
Cabo Verde,Vanuatu,702
Cabo Verde,Samoa,2895
Cabo Verde,Kosovo,331
Cabo Verde,Mayotte,3189
Cabo Verde,South Africa,2186
Cabo Verde,Zambia,4397
Cabo Verde,Zimbabwe,2103
Curaçao,United Arab Emirates,2947
Curaçao,Antigua and Barbuda,264541
Curaçao,Albania,613
Curaçao,Armenia,359
Curaçao,Angola,1826
Curaçao,Argentina,3060
Curaçao,Austria,3786
Curaçao,Australia,2561
Curaçao,Aruba,18000312
Curaçao,Azerbaijan,250
Curaçao,Bosnia and Herzegovina,644
Curaçao,Barbados,82641
Curaçao,Bangladesh,250
Curaçao,Belgium,25435
Curaçao,Burkina Faso,785
Curaçao,Bulgaria,1590
Curaçao,Bahrain,1823
Curaçao,Burundi,676
Curaçao,Benin,6039
Curaçao,Brunei Darussalam,1018
Curaçao,"Bolivia, Plurinational State of",1371
Curaçao,Brazil,1368
Curaçao,Bahamas,64235
Curaçao,Bhutan,163
Curaçao,Botswana,1228
Curaçao,Belarus,649
Curaçao,Belize,18992
Curaçao,Canada,6494
Curaçao,"Congo, The Democratic Republic of the",1329
Curaçao,Central African Republic,1054
Curaçao,Congo,2210
Curaçao,Switzerland,7228
Curaçao,Côte d'Ivoire,1327
Curaçao,Chile,14600
Curaçao,Cameroon,1396
Curaçao,Colombia,48296
Curaçao,Costa Rica,18566
Curaçao,Cabo Verde,12284
Curaçao,Curaçao,283853111
Curaçao,Cyprus,2937
Curaçao,Czechia,891
Curaçao,Germany,3863
Curaçao,Djibouti,736
Curaçao,Denmark,2454
Curaçao,Dominican Republic,187969
Curaçao,Algeria,409
Curaçao,Ecuador,13060
