Origin	Destination	Migration #	state_to_state_sci
Montana	Alaska	549	19530.636699507388
Montana	Arizona	823	8347.84761904762
Montana	Arkansas	416	2289.0088095238093
Montana	California	5577	4794.146859605911
Montana	Colorado	2118	11666.669363839286
Montana	Connecticut	0	966.1785714285714
Montana	Delaware	0	988.2321428571428
Montana	District of Columbia 	31	1744.946428571429
Montana	Florida	628	1734.5682302771856
Montana	Georgia	460	1541.391284815813
Montana	Hawaii	90	3957.299107142858
Montana	Idaho	2361	34026.33603896104
Montana	Illinois	539	2043.753326330532
Montana	Indiana	23	1833.8639363354037
Montana	Iowa	438	3945.480519480519
Montana	Kansas	232	6659.415646258503
Montana	Kentucky	218	1476.269642857143
Montana	Louisiana	5	1756.1400669642858
Montana	Maine	431	2113.933035714286
Montana	Maryland	189	1339.5111607142858
Montana	Massachusetts	111	1137.3010204081634
Montana	Michigan	322	2796.7583907056796
Montana	Minnesota	1439	8626.264162561576
Montana	Mississippi	36	1718.8471254355402
Montana	Missouri	36	3358.744099378882
Montana	Nebraska	620	18521.35906298003
Montana	Nevada	531	20759.55987394958
Montana	New Hampshire	31	1942.1196428571427
Montana	New Jersey	51	702.3571428571429
Montana	New Mexico	649	7882.392857142857
Montana	New York	58	1367.2315668202766
Montana	North Carolina	0	1599.2994642857143
Montana	North Dakota	799	176090.13005390836
Montana	Ohio	79	1623.0071022727273
Montana	Oklahoma	257	5429.278293135436
Montana	Oregon	2713	13465.800099206348
Montana	Pennsylvania	847	1719.5434434968015
Montana	Rhode Island	0	977.5178571428572
Montana	South Carolina	797	1194.6370341614906
Montana	South Dakota	135	66169.78409090909
Montana	Tennessee	79	1906.0045112781952
Montana	Texas	2417	3678.7698959505065
Montana	Utah	2246	14302.21551724138
Montana	Vermont	143	2757.1466836734694
Montana	Virginia	678	1548.171992481203
Montana	Washington	5214	15202.696886446884
Montana	West Virginia	0	1591.1474025974026
Montana	Wisconsin	158	4004.7125496031745
Montana	Wyoming	1128	105874.77329192546
Nebraska	Alabama	666	1184.3814796982826
Nebraska	Alaska	107	3696.6588802373008
Nebraska	Arizona	1367	3603.296774193548
Nebraska	Arkansas	937	2294.4713978494624
Nebraska	California	1904	1773.626251390434
Nebraska	Colorado	5254	47935.84257392473
Nebraska	Connecticut	0	570.6021505376344
Nebraska	Delaware	0	695.9784946236559
Nebraska	District of Columbia 	51	1027.8709677419354
Nebraska	Florida	2296	1249.144118119082
Nebraska	Georgia	955	1182.9447487658078
Nebraska	Hawaii	162	1473.1989247311828
Nebraska	Idaho	1128	5354.083822091887
Nebraska	Illinois	2336	2438.6795277250685
Nebraska	Indiana	867	1556.9131603553062
Nebraska	Iowa	4860	25062.48365374172
Nebraska	Kansas	2179	69480.69093701997
Nebraska	Kentucky	370	1261.271505376344
Nebraska	Louisiana	114	1399.599630376344
Nebraska	Maine	0	908.3407258064516
Nebraska	Maryland	371	848.6487455197132
Nebraska	Massachusetts	80	547.068356374808
Nebraska	Michigan	454	1535.942350045343
Nebraska	Minnesota	1233	6097.860462241998
Nebraska	Mississippi	32	1449.695121951219
Nebraska	Missouri	2886	10203.823188405797
Nebraska	Montana	250	18521.35906298003
Nebraska	Nevada	560	5161.678684376977
Nebraska	New Hampshire	493	723.105376344086
Nebraska	New Jersey	49	435.52585765488993
Nebraska	New Mexico	1007	6149.006842619746
Nebraska	New York	711	743.4134582032605
Nebraska	North Carolina	943	1046.5760215053765
Nebraska	North Dakota	445	15587.14262527896
Nebraska	Ohio	841	1234.830889540567
Nebraska	Oklahoma	225	8834.523111297305
Nebraska	Oregon	162	3742.261350059737
Nebraska	Pennsylvania	954	858.3357406515807
Nebraska	Rhode Island	0	663.7784946236559
Nebraska	South Carolina	445	928.1353436185134
Nebraska	South Dakota	2767	105515.25480612578
Nebraska	Tennessee	373	1529.8634974533109
Nebraska	Texas	2475	4928.107399881466
Nebraska	Utah	301	5255.566926214312
Nebraska	Vermont	0	897.3133640552995
Nebraska	Virginia	2977	1003.3883903306654
Nebraska	Washington	825	2443.800110283981
Nebraska	West Virginia	0	1022.228934506354
Nebraska	Wisconsin	438	2600.8673835125446
Nebraska	Wyoming	740	93672.12856474987
Nevada	Alabama	218	1392.8042142230026
Nevada	Alaska	1565	8498.750507099392
Nevada	Arizona	7972	12093.043137254905
Nevada	Arkansas	835	2461.7098039215684
Nevada	California	41997	30854.2738336714
Nevada	Colorado	8064	9106.480698529413
Nevada	Connecticut	642	922.0441176470588
Nevada	Delaware	102	918.4901960784314
Nevada	District of Columbia 	63	1409.3529411764705
Nevada	Florida	5935	1449.194029850746
Nevada	Georgia	997	1342.3274139844616
Nevada	Hawaii	4441	6084.617647058823
Nevada	Idaho	2057	35976.94652406417
Nevada	Illinois	970	1605.9065743944636
Nevada	Indiana	292	1375.0971867007672
Nevada	Iowa	288	2078.875816993464
Nevada	Kansas	639	3218.0179271708685
Nevada	Kentucky	188	1211.3220588235292
Nevada	Louisiana	1157	1789.8511029411766
Nevada	Maine	0	1380.0183823529412
Nevada	Maryland	633	1162.014705882353
Nevada	Massachusetts	767	867.7983193277312
Nevada	Michigan	1035	1646.3876683203405
Nevada	Minnesota	743	1843.946585530764
Nevada	Mississippi	252	1361.793400286944
Nevada	Missouri	891	2338.2639386189257
Nevada	Montana	820	20759.55987394958
Nevada	Nebraska	886	5161.678684376976
Nevada	New Hampshire	155	1219.105882352941
Nevada	New Jersey	1077	884.4621848739496
Nevada	New Mexico	1666	7408.96256684492
Nevada	New York	2582	1261.8254269449717
Nevada	North Carolina	1072	1345.3194117647058
Nevada	North Dakota	197	7017.526082130966
Nevada	Ohio	3475	1156.6183155080214
Nevada	Oklahoma	1672	3211.8006111535524
Nevada	Oregon	3604	18935.893790849674
Nevada	Pennsylvania	1868	1166.422300263389
Nevada	Rhode Island	0	1039.129411764706
Nevada	South Carolina	1233	1336.8273657289003
Nevada	South Dakota	30	4743.239750445633
Nevada	Tennessee	600	1716.6074303405571
Nevada	Texas	5939	2980.559981472904
Nevada	Utah	3776	42834.032454361055
Nevada	Vermont	54	1462.7899159663866
Nevada	Virginia	2246	1578.06015037594
Nevada	Washington	5516	7968.478129713423
Nevada	West Virginia	0	1260.4695187165776
Nevada	Wisconsin	853	1608.6274509803925
Nevada	Wyoming	155	21422.296675191817
New Hampshire	Alabama	1530	810.1925373134329
New Hampshire	Alaska	103	3115.3241379310343
New Hampshire	Arizona	702	1452.5466666666666
New Hampshire	Arkansas	0	721.216
New Hampshire	California	1718	1345.7758620689656
New Hampshire	Colorado	543	3286.434375
New Hampshire	Connecticut	1776	12697.5875
New Hampshire	Delaware	0	2126.2
New Hampshire	District of Columbia 	80	4754.9
New Hampshire	Florida	1320	2766.6850746268656
New Hampshire	Georgia	321	1127.0716981132075
New Hampshire	Hawaii	0	2218.2
New Hampshire	Idaho	583	1759.0477272727271
New Hampshire	Illinois	95	855.2333333333333
New Hampshire	Indiana	103	866.6489130434782
New Hampshire	Iowa	283	824.7545454545455
New Hampshire	Kansas	118	847.5428571428571
New Hampshire	Kentucky	0	914.7641666666666
New Hampshire	Louisiana	564	712.2453125
New Hampshire	Maine	1604	46805.8
New Hampshire	Maryland	705	2002.5541666666668
New Hampshire	Massachusetts	16362	30209.37142857143
New Hampshire	Michigan	136	1162.442168674699
New Hampshire	Minnesota	115	860.3367816091953
New Hampshire	Mississippi	477	669.8756097560976
New Hampshire	Missouri	0	874.3399999999999
New Hampshire	Montana	0	1942.1196428571427
New Hampshire	Nebraska	0	723.105376344086
New Hampshire	Nevada	35	1219.1058823529413
New Hampshire	New Jersey	395	2286.909523809524
New Hampshire	New Mexico	346	1408.160606060606
New Hampshire	New York	1777	4504.4258064516125
New Hampshire	North Carolina	273	2024.732
New Hampshire	North Dakota	0	937.5867924528302
New Hampshire	Ohio	127	1024.2772727272727
New Hampshire	Oklahoma	371	831.0805194805195
New Hampshire	Oregon	0	1322.6027777777776
New Hampshire	Pennsylvania	1914	1900.762686567164
New Hampshire	Rhode Island	333	18285.14
New Hampshire	South Carolina	61	1755.2152173913043
New Hampshire	South Dakota	0	955.9287878787878
New Hampshire	Tennessee	586	1379.402105263158
New Hampshire	Texas	1473	780.8622047244095
New Hampshire	Utah	560	1924.441379310345
New Hampshire	Vermont	1890	179030.42142857143
New Hampshire	Virginia	201	1976.3172932330829
New Hampshire	Washington	110	1383.423076923077
New Hampshire	West Virginia	0	1253.7945454545454
New Hampshire	Wisconsin	5	974.5513888888888
New Hampshire	Wyoming	0	2255.0956521739126
New Jersey	Alabama	178	898.5941719971571
New Jersey	Alaska	54	1189.857142857143
New Jersey	Arizona	1140	855.9650793650793
New Jersey	Arkansas	165	558.3841269841271
New Jersey	California	9431	952.4433497536946
New Jersey	Colorado	2332	1441.9322916666667
New Jersey	Connecticut	2483	3950.9523809523807
New Jersey	Delaware	1291	18664.333333333332
New Jersey	District of Columbia 	639	6995.047619047619
New Jersey	Florida	9635	2725.0312722103768
New Jersey	Georgia	1865	1506.1323749625635
New Jersey	Hawaii	820	1621.0
New Jersey	Idaho	29	617.5541125541125
New Jersey	Illinois	3183	576.7670401493931
New Jersey	Indiana	1114	632.9358178053831
New Jersey	Iowa	42	498.5468975468975
New Jersey	Kansas	442	537.5891156462585
New Jersey	Kentucky	284	653.7638888888889
New Jersey	Louisiana	935	721.9583333333334
New Jersey	Maine	418	2096.9375
New Jersey	Maryland	3877	4852.6567460317465
New Jersey	Massachusetts	4851	3567.316326530612
New Jersey	Michigan	679	651.6397016637981
New Jersey	Minnesota	354	481.5259989053092
New Jersey	Mississippi	80	685.1120789779327
New Jersey	Missouri	1217	559.6695652173913
New Jersey	Montana	114	702.3571428571429
New Jersey	Nebraska	12	435.52585765488993
New Jersey	Nevada	200	884.4621848739496
New Jersey	New Hampshire	102	2286.909523809524
New Jersey	New Mexico	187	769.5382395382395
New Jersey	New York	55926	4747.021505376344
New Jersey	North Carolina	3461	2508.7861904761908
New Jersey	North Dakota	465	508.52830188679246
New Jersey	Ohio	1267	797.8641774891776
New Jersey	Oklahoma	906	493.37662337662334
New Jersey	Oregon	723	652.7843915343916
New Jersey	Pennsylvania	29564	7413.406538734897
New Jersey	Rhode Island	660	3746.4952380952377
New Jersey	South Carolina	2619	2599.1325051759836
New Jersey	South Dakota	0	495.1702741702742
New Jersey	Tennessee	611	990.651127819549
New Jersey	Texas	4360	576.5427446569179
New Jersey	Utah	901	866.6666666666666
New Jersey	Vermont	302	3218.34693877551
New Jersey	Virginia	3918	2659.737200143215
New Jersey	Washington	1456	703.8998778998779
New Jersey	West Virginia	704	1307.3445887445887
New Jersey	Wisconsin	194	532.3683862433862
New Jersey	Wyoming	145	844.9896480331263
New Mexico	Alabama	837	1458.3324287652647
New Mexico	Alaska	345	5154.652037617555
New Mexico	Arizona	3535	56566.030303030304
New Mexico	Arkansas	477	2440.6412121212124
New Mexico	California	8126	2696.1410658307213
New Mexico	Colorado	5853	25940.636837121212
New Mexico	Connecticut	305	928.431818181818
New Mexico	Delaware	0	1168.141414141414
New Mexico	District of Columbia 	1261	1852.1515151515152
New Mexico	Florida	1207	1690.5106286748078
New Mexico	Georgia	1110	1751.7916904898038
New Mexico	Hawaii	449	3100.8939393939395
New Mexico	Idaho	1510	5071.4889807162535
New Mexico	Illinois	1129	1423.3363042186572
New Mexico	Indiana	81	1242.372859025033
New Mexico	Iowa	276	1754.0214263850628
New Mexico	Kansas	1500	8825.484848484848
New Mexico	Kentucky	181	1168.540909090909
New Mexico	Louisiana	1443	2302.3873106060605
New Mexico	Maine	106	1503.3371212121212
New Mexico	Maryland	14	1224.030303030303
New Mexico	Massachusetts	577	1113.6839826839823
New Mexico	Michigan	1383	1366.4169404892295
New Mexico	Minnesota	275	1575.7290142807385
New Mexico	Mississippi	4	1996.071692535107
New Mexico	Missouri	501	2207.42371541502
New Mexico	Montana	1146	7882.392857142857
New Mexico	Nebraska	325	6149.006842619747
New Mexico	Nevada	1243	7408.96256684492
New Mexico	New Hampshire	62	1408.160606060606
New Mexico	New Jersey	641	769.5382395382395
New Mexico	New York	184	1213.646138807429
New Mexico	North Carolina	522	1311.9475757575756
New Mexico	North Dakota	362	4028.7181246426526
New Mexico	Ohio	1216	1154.5189393939395
New Mexico	Oklahoma	296	15696.439590712318
New Mexico	Oregon	733	3678.148148148148
New Mexico	Pennsylvania	678	1028.755314337404
New Mexico	Rhode Island	0	982.860606060606
New Mexico	South Carolina	627	1229.5098814229248
New Mexico	South Dakota	323	6281.10927456382
New Mexico	Tennessee	523	1530.755980861244
New Mexico	Texas	16975	29770.246480553567
New Mexico	Utah	1701	9295.53605015674
New Mexico	Vermont	0	1867.4329004329009
New Mexico	Virginia	530	1299.3900660742763
New Mexico	Washington	3591	2870.568764568765
New Mexico	West Virginia	0	1312.1983471074382
New Mexico	Wisconsin	304	1488.4116161616162
New Mexico	Wyoming	206	10906.852437417654
New York	Alabama	1389	1116.7014925373137
New York	Alaska	445	2188.4538375973307
New York	Arizona	3934	1267.8290322580644
New York	Arkansas	649	790.0296774193548
New York	California	31097	1058.0828698553948
New York	Colorado	5110	1983.1136592741937
New York	Connecticut	15165	5686.020161290323
New York	Delaware	1867	3191.3440860215055
New York	District of Columbia 	3271	4427.096774193548
New York	Florida	24749	2977.57149735195
New York	Georgia	8013	1556.998681274092
New York	Hawaii	1615	1592.9193548387098
New York	Idaho	214	1064.392595307918
New York	Illinois	8628	819.1306135357369
New York	Indiana	1347	980.8299438990182
New York	Iowa	1184	766.9222873900293
New York	Kansas	2816	895.2079877112135
New York	Kentucky	2678	1109.1783602150538
New York	Louisiana	1574	871.8268649193549
New York	Maine	3190	3333.7600806451615
New York	Maryland	8119	2423.1370967741937
New York	Massachusetts	21001	5280.485023041475
New York	Michigan	2606	1024.246793626117
New York	Minnesota	1321	731.9043381535039
New York	Mississippi	503	832.3772619984264
New York	Missouri	1433	908.0555399719497
New York	Montana	660	1367.2315668202766
New York	Nebraska	432	743.4134582032605
New York	Nevada	1844	1261.8254269449717
New York	New Hampshire	1859	4504.425806451613
New York	New Jersey	40474	4747.021505376344
New York	New Mexico	840	1213.6461388074292
New York	North Carolina	9000	2731.054193548387
New York	North Dakota	18	867.8432744978697
New York	Ohio	7648	1290.796004398827
New York	Oklahoma	458	804.2930456640134
New York	Oregon	1157	980.201612903226
New York	Pennsylvania	27603	9122.081367356765
New York	Rhode Island	2073	3749.6451612903224
New York	South Carolina	3192	2633.1791725105186
New York	South Dakota	100	802.9134897360705
New York	Tennessee	4360	1629.697623089983
New York	Texas	18956	820.6783083566166
New York	Utah	3081	1211.8854282536151
New York	Vermont	3926	17036.92050691244
New York	Virginia	11930	2394.4773223381035
New York	Washington	6261	984.991728701406
New York	West Virginia	507	1477.9897360703812
New York	Wisconsin	2217	840.5873655913978
New York	Wyoming	321	1479.4614305750351
North Carolina	Alabama	5582	2704.4910447761195
North Carolina	Alaska	606	2437.513103448276
North Carolina	Arizona	6443	1216.4586666666669
North Carolina	Arkansas	891	1481.4953333333333
North Carolina	California	21084	1047.6422413793102
North Carolina	Colorado	4393	2010.58328125
North Carolina	Connecticut	4284	2375.94
North Carolina	Delaware	1745	3816.103333333333
North Carolina	District of Columbia 	862	6453.55
North Carolina	Florida	39931	3724.719253731343
North Carolina	Georgia	23519	6384.685345911949
North Carolina	Hawaii	1927	1755.2875
North Carolina	Idaho	1425	1218.7020454545454
North Carolina	Illinois	5380	1315.1911764705883
North Carolina	Indiana	2819	1574.0439130434784
North Carolina	Iowa	2629	1059.5127272727273
North Carolina	Kansas	4842	1232.8323809523808
North Carolina	Kentucky	4783	2164.8579166666664
North Carolina	Louisiana	3978	1763.6253125
North Carolina	Maine	1575	2073.269375
North Carolina	Maryland	12649	4516.05125
North Carolina	Massachusetts	8935	1797.1985714285713
North Carolina	Michigan	5380	1440.4313253012049
North Carolina	Minnesota	3030	827.3870114942528
North Carolina	Mississippi	881	2282.3589024390244
North Carolina	Missouri	2914	1341.4866086956522
North Carolina	Montana	1227	1599.2994642857143
North Carolina	Nebraska	678	1046.5760215053765
North Carolina	Nevada	1907	1345.3194117647058
North Carolina	New Hampshire	1347	2024.732
North Carolina	New Jersey	9290	2508.7861904761903
North Carolina	New Mexico	1152	1311.9475757575756
North Carolina	New York	29175	2731.054193548387
North Carolina	North Dakota	28	1046.9696226415094
North Carolina	Ohio	5637	2021.0411363636365
North Carolina	Oklahoma	1886	1345.20974025974
North Carolina	Oregon	1467	1081.2052777777778
North Carolina	Pennsylvania	13040	2498.7805970149257
North Carolina	Rhode Island	1154	1906.528
North Carolina	South Carolina	31358	19580.90152173913
North Carolina	South Dakota	659	1137.8827272727272
North Carolina	Tennessee	7905	5282.3493684210525
North Carolina	Texas	17335	1251.414251968504
North Carolina	Utah	3032	1288.3768965517245
North Carolina	Vermont	796	2397.342142857143
North Carolina	Virginia	25555	18575.58127819549
North Carolina	Washington	4976	1151.9479487179487
North Carolina	West Virginia	2038	5172.026363636363
North Carolina	Wisconsin	5106	1040.05875
North Carolina	Wyoming	20	1615.315652173913
North Dakota	Alabama	1019	1269.5809631089835
North Dakota	Alaska	252	7430.036434612883
North Dakota	Arizona	1325	5622.367295597484
North Dakota	Arkansas	0	2119.486289308176
North Dakota	California	1158	1876.522446324008
North Dakota	Colorado	1389	6791.756485849057
North Dakota	Connecticut	0	587.3231132075472
North Dakota	Delaware	0	857.3207547169811
North Dakota	District of Columbia 	0	1069.433962264151
North Dakota	Florida	1775	1670.71219374824
North Dakota	Georgia	264	1192.571021715913
North Dakota	Hawaii	0	1815.589622641509
North Dakota	Idaho	134	8965.089193825042
North Dakota	Illinois	2370	2114.175360710322
North Dakota	Indiana	0	1334.8377768662838
North Dakota	Iowa	317	5251.4720792834
North Dakota	Kansas	480	6511.354537286612
North Dakota	Kentucky	0	1115.4174528301887
North Dakota	Louisiana	11	1953.048054245283
North Dakota	Maine	0	1031.308962264151
North Dakota	Maryland	440	847.8207547169811
North Dakota	Massachusetts	0	637.8530997304582
North Dakota	Michigan	147	3195.622641509434
North Dakota	Minnesota	11738	71473.0860984602
North Dakota	Mississippi	182	1926.168430740911
North Dakota	Missouri	284	2778.303035274815
North Dakota	Montana	2032	176090.13005390836
North Dakota	Nebraska	185	15587.142625278962
North Dakota	Nevada	376	7017.526082130965
North Dakota	New Hampshire	0	937.5867924528302
North Dakota	New Jersey	307	508.52830188679246
North Dakota	New Mexico	415	4028.718124642653
North Dakota	New York	572	867.8432744978697
North Dakota	North Carolina	47	1046.9696226415094
North Dakota	Ohio	89	1250.5834048027446
North Dakota	Oklahoma	69	4521.7461406518005
North Dakota	Oregon	229	5207.285639412998
North Dakota	Pennsylvania	516	1028.54491692481
North Dakota	Rhode Island	124	709.3283018867925
North Dakota	South Carolina	0	999.3539786710418
North Dakota	South Dakota	2238	211505.2532875929
North Dakota	Tennessee	431	1479.777358490566
North Dakota	Texas	1823	3385.970212449859
North Dakota	Utah	750	6190.58685751464
North Dakota	Vermont	0	969.1320754716982
North Dakota	Virginia	0	1014.7464888636686
North Dakota	Washington	492	4735.614900822448
North Dakota	West Virginia	0	1198.3324185248714
North Dakota	Wisconsin	302	6333.51284067086
North Dakota	Wyoming	133	30955.957342083675
Ohio	Alabama	1421	1588.4565807327
Ohio	Alaska	547	1398.3342476489029
Ohio	Arizona	4352	1202.9984848484848
Ohio	Arkansas	929	1211.6786363636363
Ohio	California	12197	745.1042319749216
Ohio	Colorado	3393	1715.87109375
Ohio	Connecticut	1361	875.0553977272727
Ohio	Delaware	65	1391.4128787878788
Ohio	District of Columbia 	388	1765.465909090909
Ohio	Florida	18740	2588.8972184531885
Ohio	Georgia	6616	1603.168453401944
Ohio	Hawaii	330	1202.5710227272727
Ohio	Idaho	194	1079.7489669421486
Ohio	Illinois	5652	1730.090017825312
Ohio	Indiana	12068	7765.417984189724
Ohio	Iowa	1051	1290.919536271809
Ohio	Kansas	1545	1308.7989177489178
Ohio	Kentucky	11176	9531.697159090909
Ohio	Louisiana	2475	1164.1271306818182
Ohio	Maine	499	1112.2670454545455
Ohio	Maryland	3200	1633.6661931818182
Ohio	Massachusetts	2324	803.9172077922078
Ohio	Michigan	15795	3399.157858707558
Ohio	Minnesota	681	871.9947753396028
Ohio	Mississippi	838	1388.3490853658536
Ohio	Missouri	1600	1505.9225296442687
Ohio	Montana	258	1623.0071022727273
Ohio	Nebraska	951	1234.8308895405671
Ohio	Nevada	712	1156.6183155080214
Ohio	New Hampshire	425	1024.2772727272727
Ohio	New Jersey	3521	797.8641774891775
Ohio	New Mexico	704	1154.5189393939395
Ohio	New York	6238	1290.7960043988269
Ohio	North Carolina	6930	2021.0411363636365
Ohio	North Dakota	432	1250.5834048027443
Ohio	Oklahoma	1731	1309.465318772137
Ohio	Oregon	1471	914.4958964646464
Ohio	Pennsylvania	12809	3384.1275440976938
Ohio	Rhode Island	26	858.8181818181819
Ohio	South Carolina	3647	2123.8433794466405
Ohio	South Dakota	478	1207.531163911846
Ohio	Tennessee	4671	2811.2334928229666
Ohio	Texas	8647	1102.80744452398
Ohio	Utah	551	1145.0043103448277
Ohio	Vermont	19	1179.4204545454545
Ohio	Virginia	6598	2052.6404647983595
Ohio	Washington	4239	881.8033216783217
Ohio	West Virginia	7856	28964.67479338843
Ohio	Wisconsin	2816	1091.314551767677
Ohio	Wyoming	174	1739.4071146245058
Oklahoma	Alabama	860	2029.007753440589
Oklahoma	Alaska	156	2665.704433497537
Oklahoma	Arizona	3093	3256.890043290043
Oklahoma	Arkansas	5286	13963.71238095238
Oklahoma	California	10940	1874.3656515897896
Oklahoma	Colorado	6786	12531.120941558442
Oklahoma	Connecticut	346	575.5227272727273
Oklahoma	Delaware	176	919.7792207792209
Oklahoma	District of Columbia 	105	1029.5974025974026
Oklahoma	Florida	3830	1720.694708276798
Oklahoma	Georgia	1796	1587.3305562362166
Oklahoma	Hawaii	647	1561.4253246753246
Oklahoma	Idaho	1211	2626.587367178276
Oklahoma	Illinois	1603	2155.515406162465
Oklahoma	Indiana	1572	1724.4702145680408
Oklahoma	Iowa	405	3116.4967860422407
Oklahoma	Kansas	4908	42448.79938157081
Oklahoma	Kentucky	1837	1776.7579004329004
Oklahoma	Louisiana	1031	3883.129261363637
Oklahoma	Maine	0	982.5275974025974
Oklahoma	Maryland	1064	903.7840909090908
Oklahoma	Massachusetts	413	522.3228200371058
Oklahoma	Michigan	2153	1220.324362384603
Oklahoma	Minnesota	250	1631.271831616659
Oklahoma	Mississippi	931	2908.80266075388
Oklahoma	Missouri	2695	6839.954150197628
Oklahoma	Montana	475	5429.278293135436
Oklahoma	Nebraska	1035	8834.523111297305
Oklahoma	Nevada	678	3211.8006111535524
Oklahoma	New Hampshire	211	831.0805194805195
Oklahoma	New Jersey	561	493.3766233766234
Oklahoma	New Mexico	1097	15696.439590712316
Oklahoma	New York	3401	804.2930456640133
Oklahoma	North Carolina	843	1345.20974025974
Oklahoma	North Dakota	85	4521.746140651801
Oklahoma	Ohio	1261	1309.465318772137
Oklahoma	Oregon	710	2456.6028138528136
Oklahoma	Pennsylvania	901	992.4865283969762
Oklahoma	Rhode Island	50	622.638961038961
Oklahoma	South Carolina	1013	1208.053924336533
Oklahoma	South Dakota	971	5996.6245572609205
Oklahoma	Tennessee	1092	2095.134244702666
Oklahoma	Texas	31506	26523.910624808264
Oklahoma	Utah	768	2845.184952978057
Oklahoma	Vermont	120	853.6558441558442
Oklahoma	Virginia	3431	1317.1985157699444
Oklahoma	Washington	2329	1878.294372294372
Oklahoma	West Virginia	0	1499.7676505312868
Oklahoma	Wisconsin	934	1374.2002164502164
Oklahoma	Wyoming	113	6930.936194240542
Oregon	Alabama	642	1015.844112769486
Oregon	Alaska	3236	16993.42337164751
Oregon	Arizona	7144	5076.957407407408
Oregon	Arkansas	292	1560.772962962963
Oregon	California	33807	11344.132662835247
Oregon	Colorado	6038	4979.494791666667
Oregon	Connecticut	605	909.5659722222222
Oregon	Delaware	0	802.7592592592592
Oregon	District of Columbia 	944	1781.361111111111
Oregon	Florida	2265	1181.2205638474295
Oregon	Georgia	1774	898.2216981132075
Oregon	Hawaii	2050	8122.770833333333
Oregon	Idaho	4122	37430.03977272727
Oregon	Illinois	1754	1118.363017429194
Oregon	Indiana	2151	1074.2919685990337
Oregon	Iowa	17	1785.2584175084176
Oregon	Kansas	1335	2553.8698412698413
Oregon	Kentucky	173	1022.3942129629628
Oregon	Louisiana	709	1110.966579861111
Oregon	Maine	0	1503.890625
Oregon	Maryland	260	927.3506944444443
Oregon	Massachusetts	2298	1086.3829365079366
Oregon	Michigan	428	1359.9795850066937
Oregon	Minnesota	255	1886.8939974457217
Oregon	Mississippi	0	1170.6067073170732
Oregon	Missouri	696	1871.7876811594203
Oregon	Montana	3017	13465.80009920635
Oregon	Nebraska	226	3742.261350059737
Oregon	Nevada	3051	18935.893790849674
Oregon	New Hampshire	0	1322.6027777777776
Oregon	New Jersey	345	652.7843915343915
Oregon	New Mexico	398	3678.148148148148
Oregon	New York	3818	980.201612903226
Oregon	North Carolina	1607	1081.2052777777778
Oregon	North Dakota	78	5207.285639412998
Oregon	Ohio	2217	914.4958964646464
Oregon	Oklahoma	680	2456.602813852814
Oregon	Pennsylvania	927	879.6844941956883
Oregon	Rhode Island	230	1101.75
Oregon	South Carolina	414	796.1062801932367
Oregon	South Dakota	188	3710.460858585858
Oregon	Tennessee	1088	1244.7994152046786
Oregon	Texas	3766	2110.966426071742
Oregon	Utah	5690	7349.908045977011
Oregon	Vermont	57	1702.5515873015877
Oregon	Virginia	998	1085.0202589807852
Oregon	Washington	22169	41066.4650997151
Oregon	West Virginia	0	953.1232323232324
Oregon	Wisconsin	1036	1524.1539351851852
Oregon	Wyoming	251	10162.833333333334
Pennsylvania	Alabama	1733	1054.6547115170415
Pennsylvania	Alaska	595	2176.569222851261
Pennsylvania	Arizona	3773	1360.9572139303482
Pennsylvania	Arkansas	776	912.0123383084576
Pennsylvania	California	11590	794.975038600103
Pennsylvania	Colorado	3234	1839.506063432836
Pennsylvania	Connecticut	3619	2118.5466417910447
Pennsylvania	Delaware	6612	9565.169154228855
Pennsylvania	District of Columbia 	1208	3868.0149253731342
Pennsylvania	Florida	13412	2365.6299844063265
Pennsylvania	Georgia	3768	1426.2816108138552
Pennsylvania	Hawaii	728	1171.5223880597016
Pennsylvania	Idaho	629	1150.4738805970148
Pennsylvania	Illinois	4430	951.2990927714368
Pennsylvania	Indiana	3419	1251.1413043478262
Pennsylvania	Iowa	370	899.8964269561285
Pennsylvania	Kansas	1129	1033.930490405117
Pennsylvania	Kentucky	1266	1320.2462686567164
Pennsylvania	Louisiana	410	1006.3411847014926
Pennsylvania	Maine	1187	1967.2350746268655
Pennsylvania	Maryland	20654	10661.269278606964
Pennsylvania	Massachusetts	6379	1784.9179104477612
Pennsylvania	Michigan	1856	1125.386621111311
Pennsylvania	Minnesota	1012	718.8358208955224
Pennsylvania	Mississippi	878	909.7362577357115
Pennsylvania	Missouri	1164	1043.930953926022
Pennsylvania	Montana	338	1719.5434434968015
Pennsylvania	Nebraska	445	858.3357406515807
Pennsylvania	Nevada	1548	1166.422300263389
Pennsylvania	New Hampshire	665	1900.7626865671643
Pennsylvania	New Jersey	41215	7413.406538734897
Pennsylvania	New Mexico	370	1028.755314337404
Pennsylvania	New York	42637	9122.081367356765
Pennsylvania	North Carolina	5741	2498.780597014925
Pennsylvania	North Dakota	30	1028.5449169248095
Pennsylvania	Ohio	11277	3384.1275440976933
Pennsylvania	Oklahoma	533	992.4865283969762
Pennsylvania	Oregon	1150	879.6844941956882
Pennsylvania	Rhode Island	1005	1799.402985074627
Pennsylvania	South Carolina	2807	2337.417585983128
Pennsylvania	South Dakota	782	1017.7060153776572
Pennsylvania	Tennessee	2617	1545.4460329929302
